host,para,weight
h_OG0010547,p_OG0002550,4
h_OG0010648,p_OG0002550,3
h_OG0012266,p_OG0002550,4
h_OG0012427,p_OG0002550,3
h_OG0013925,p_OG0002550,3
h_OG0014001,p_OG0002550,4
h_OG0003834,p_OG0002554,4
h_OG0000256,p_OG0002556,4
h_OG0000476,p_OG0002556,4
h_OG0002319,p_OG0002556,3
h_OG0003642,p_OG0002556,4
h_OG0004993,p_OG0002556,4
h_OG0006031,p_OG0002556,3
h_OG0006341,p_OG0002556,4
h_OG0006764,p_OG0002556,3
h_OG0006787,p_OG0002556,5
h_OG0011102,p_OG0002556,4
h_OG0011232,p_OG0002556,4
h_OG0012266,p_OG0002556,4
h_OG0000746,p_OG0002557,4
h_OG0009951,p_OG0002557,4
h_OG0013794,p_OG0002557,4
h_OG0010298,p_OG0002561,3
h_OG0003884,p_OG0002564,4
h_OG0010678,p_OG0002564,3
h_OG0002090,p_OG0002565,4
h_OG0006022,p_OG0002565,5
h_OG0013725,p_OG0002565,5
h_OG0000142,p_OG0002567,4
h_OG0003834,p_OG0002567,4
h_OG0007341,p_OG0002567,4
h_OG0008183,p_OG0002567,4
h_OG0011650,p_OG0002567,4
h_OG0006086,p_OG0002568,4
h_OG0013086,p_OG0002568,4
h_OG0001217,p_OG0002569,4
h_OG0005563,p_OG0002569,4
h_OG0006031,p_OG0002569,3
h_OG0006042,p_OG0002569,4
h_OG0006975,p_OG0002569,4
h_OG0010652,p_OG0002569,6
h_OG0010735,p_OG0002569,4
h_OG0011098,p_OG0002569,3
h_OG0001386,p_OG0002571,3
h_OG0002090,p_OG0002575,4
h_OG0003834,p_OG0002575,4
h_OG0003975,p_OG0002575,4
h_OG0004264,p_OG0002575,4
h_OG0003834,p_OG0002576,4
h_OG0009168,p_OG0002576,4
h_OG0004264,p_OG0002578,4
h_OG0005185,p_OG0002578,4
h_OG0008996,p_OG0002578,4
h_OG0012646,p_OG0002578,4
h_OG0000001,p_OG0002580,4
h_OG0001046,p_OG0002580,4
h_OG0002372,p_OG0002580,3
h_OG0002432,p_OG0002580,4
h_OG0004494,p_OG0002580,4
h_OG0005416,p_OG0002580,4
h_OG0005648,p_OG0002580,4
h_OG0006691,p_OG0002580,4
h_OG0008118,p_OG0002580,4
h_OG0009951,p_OG0002580,4
h_OG0010388,p_OG0002580,4
h_OG0011185,p_OG0002580,4
h_OG0011270,p_OG0002580,4
h_OG0011750,p_OG0002580,4
h_OG0011879,p_OG0002580,4
h_OG0012088,p_OG0002580,4
h_OG0013898,p_OG0002580,4
h_OG0013999,p_OG0002580,4
h_OG0000640,p_OG0002582,5
h_OG0001629,p_OG0002582,4
h_OG0004469,p_OG0002582,4
h_OG0005819,p_OG0002582,5
h_OG0007608,p_OG0002582,4
h_OG0011387,p_OG0002582,3
h_OG0013394,p_OG0002582,4
h_OG0006975,p_OG0002584,4
h_OG0002090,p_OG0002585,4
h_OG0003834,p_OG0002585,4
h_OG0003975,p_OG0002585,4
h_OG0004264,p_OG0002585,4
h_OG0006022,p_OG0002585,6
h_OG0000402,p_OG0002588,4
h_OG0005385,p_OG0002588,4
h_OG0005563,p_OG0002588,5
h_OG0005185,p_OG0002590,4
h_OG0010118,p_OG0002590,3
h_OG0000095,p_OG0002592,4
h_OG0000256,p_OG0002592,4
h_OG0002319,p_OG0002592,3
h_OG0002986,p_OG0002592,4
h_OG0003397,p_OG0002592,4
h_OG0003447,p_OG0002592,4
h_OG0003642,p_OG0002592,4
h_OG0004655,p_OG0002592,4
h_OG0004702,p_OG0002592,4
h_OG0004744,p_OG0002592,4
h_OG0004801,p_OG0002592,4
h_OG0004993,p_OG0002592,5
h_OG0005135,p_OG0002592,4
h_OG0005659,p_OG0002592,4
h_OG0005894,p_OG0002592,5
h_OG0006303,p_OG0002592,4
h_OG0006341,p_OG0002592,4
h_OG0006896,p_OG0002592,4
h_OG0007038,p_OG0002592,4
h_OG0008716,p_OG0002592,4
h_OG0009595,p_OG0002592,4
h_OG0009653,p_OG0002592,4
h_OG0009943,p_OG0002592,4
h_OG0010095,p_OG0002592,4
h_OG0010416,p_OG0002592,4
h_OG0010547,p_OG0002592,4
h_OG0011174,p_OG0002592,5
h_OG0011489,p_OG0002592,4
h_OG0012266,p_OG0002592,4
h_OG0012427,p_OG0002592,3
h_OG0005385,p_OG0002594,4
h_OG0002055,p_OG0002598,4
h_OG0003232,p_OG0002598,4
h_OG0003447,p_OG0002598,4
h_OG0004655,p_OG0002598,4
h_OG0005252,p_OG0002598,4
h_OG0005385,p_OG0002598,4
h_OG0006965,p_OG0002598,4
h_OG0007388,p_OG0002598,4
h_OG0008080,p_OG0002598,4
h_OG0008716,p_OG0002598,4
h_OG0009455,p_OG0002598,4
h_OG0010547,p_OG0002598,4
h_OG0011064,p_OG0002598,4
h_OG0003834,p_OG0002600,5
h_OG0002090,p_OG0002601,4
h_OG0006691,p_OG0002602,4
h_OG0007059,p_OG0002602,4
h_OG0007721,p_OG0002602,3
h_OG0011879,p_OG0002602,4
h_OG0012266,p_OG0002602,4
h_OG0013205,p_OG0002602,4
h_OG0000730,p_OG0002605,4
h_OG0000853,p_OG0002605,4
h_OG0000941,p_OG0002605,5
h_OG0001792,p_OG0002605,4
h_OG0002090,p_OG0002605,4
h_OG0003045,p_OG0002605,5
h_OG0003138,p_OG0002605,4
h_OG0003505,p_OG0002605,5
h_OG0003527,p_OG0002605,4
h_OG0003834,p_OG0002605,4
h_OG0003975,p_OG0002605,4
h_OG0003987,p_OG0002605,4
h_OG0004264,p_OG0002605,4
h_OG0004901,p_OG0002605,5
h_OG0005185,p_OG0002605,5
h_OG0006022,p_OG0002605,5
h_OG0007324,p_OG0002605,4
h_OG0007345,p_OG0002605,4
h_OG0008996,p_OG0002605,5
h_OG0009168,p_OG0002605,4
h_OG0010254,p_OG0002605,4
h_OG0010794,p_OG0002605,5
h_OG0011514,p_OG0002605,4
h_OG0012646,p_OG0002605,4
h_OG0013725,p_OG0002605,5
h_OG0013728,p_OG0002605,4
h_OG0001090,p_OG0002608,4
h_OG0007301,p_OG0002608,4
h_OG0008289,p_OG0002608,4
h_OG0008749,p_OG0002608,3
h_OG0009264,p_OG0002608,4
h_OG0009900,p_OG0002608,3
h_OG0009953,p_OG0002608,4
h_OG0013854,p_OG0002608,4
h_OG0008727,p_OG0002612,4
h_OG0010678,p_OG0002612,3
h_OG0003834,p_OG0002616,4
h_OG0003523,p_OG0002617,4
h_OG0003834,p_OG0002617,4
h_OG0005185,p_OG0002617,4
h_OG0008996,p_OG0002617,4
h_OG0012646,p_OG0002617,4
h_OG0000423,p_OG0002618,4
h_OG0003834,p_OG0002618,4
h_OG0008931,p_OG0002618,4
h_OG0011266,p_OG0002618,4
h_OG0000108,p_OG0002619,4
h_OG0000585,p_OG0002619,5
h_OG0000718,p_OG0002619,4
h_OG0001416,p_OG0002619,3
h_OG0002319,p_OG0002619,4
h_OG0003349,p_OG0002619,4
h_OG0003642,p_OG0002619,4
h_OG0004148,p_OG0002619,3
h_OG0004393,p_OG0002619,4
h_OG0004428,p_OG0002619,4
h_OG0004641,p_OG0002619,5
h_OG0004702,p_OG0002619,4
h_OG0004993,p_OG0002619,5
h_OG0005135,p_OG0002619,4
h_OG0006051,p_OG0002619,4
h_OG0006389,p_OG0002619,4
h_OG0006522,p_OG0002619,3
h_OG0006896,p_OG0002619,4
h_OG0006975,p_OG0002619,4
h_OG0007059,p_OG0002619,5
h_OG0007138,p_OG0002619,5
h_OG0008189,p_OG0002619,4
h_OG0008996,p_OG0002619,4
h_OG0009595,p_OG0002619,4
h_OG0009666,p_OG0002619,4
h_OG0010648,p_OG0002619,4
h_OG0011099,p_OG0002619,4
h_OG0012266,p_OG0002619,4
h_OG0012269,p_OG0002619,4
h_OG0012427,p_OG0002619,3
h_OG0012505,p_OG0002619,4
h_OG0012836,p_OG0002619,4
h_OG0014001,p_OG0002619,4
h_OG0014013,p_OG0002619,3
h_OG0003884,p_OG0002620,4
h_OG0005135,p_OG0002620,4
h_OG0010678,p_OG0002620,3
h_OG0002090,p_OG0002622,4
h_OG0003975,p_OG0002622,4
h_OG0004264,p_OG0002622,4
h_OG0003834,p_OG0002625,4
h_OG0005185,p_OG0002625,4
h_OG0005639,p_OG0002625,4
h_OG0008996,p_OG0002625,4
h_OG0012646,p_OG0002625,4
h_OG0000632,p_OG0002631,4
h_OG0002083,p_OG0002631,4
h_OG0002534,p_OG0002631,4
h_OG0001792,p_OG0002632,4
h_OG0002090,p_OG0002632,4
h_OG0003834,p_OG0002632,4
h_OG0003975,p_OG0002632,4
h_OG0004264,p_OG0002632,4
h_OG0011489,p_OG0002632,4
h_OG0003834,p_OG0002633,5
h_OG0005185,p_OG0002633,4
h_OG0000095,p_OG0002634,4
h_OG0000256,p_OG0002634,4
h_OG0000585,p_OG0002634,4
h_OG0002319,p_OG0002634,4
h_OG0003642,p_OG0002634,4
h_OG0004393,p_OG0002634,4
h_OG0004428,p_OG0002634,4
h_OG0004655,p_OG0002634,4
h_OG0004702,p_OG0002634,4
h_OG0005135,p_OG0002634,4
h_OG0006031,p_OG0002634,3
h_OG0006051,p_OG0002634,5
h_OG0006366,p_OG0002634,4
h_OG0006389,p_OG0002634,5
h_OG0006522,p_OG0002634,3
h_OG0006896,p_OG0002634,5
h_OG0007059,p_OG0002634,4
h_OG0007138,p_OG0002634,4
h_OG0007673,p_OG0002634,4
h_OG0009595,p_OG0002634,4
h_OG0009653,p_OG0002634,4
h_OG0009666,p_OG0002634,4
h_OG0010416,p_OG0002634,5
h_OG0010547,p_OG0002634,4
h_OG0010648,p_OG0002634,4
h_OG0012266,p_OG0002634,4
h_OG0012427,p_OG0002634,4
h_OG0012932,p_OG0002634,4
h_OG0000755,p_OG0002635,5
h_OG0000256,p_OG0002637,4
h_OG0000585,p_OG0002637,4
h_OG0003642,p_OG0002637,4
h_OG0004702,p_OG0002637,4
h_OG0005385,p_OG0002637,4
h_OG0008118,p_OG0002637,4
h_OG0010416,p_OG0002637,4
h_OG0012266,p_OG0002637,4
h_OG0000920,p_OG0002638,3
h_OG0004371,p_OG0002638,5
h_OG0005163,p_OG0002638,3
h_OG0005657,p_OG0002638,4
h_OG0006924,p_OG0002638,4
h_OG0010444,p_OG0002638,4
h_OG0010497,p_OG0002638,4
h_OG0011531,p_OG0002638,3
h_OG0011553,p_OG0002638,4
h_OG0012764,p_OG0002638,5
h_OG0004702,p_OG0002639,4
h_OG0004992,p_OG0002639,4
h_OG0005385,p_OG0002639,4
h_OG0006031,p_OG0002639,3
h_OG0007718,p_OG0002639,3
h_OG0007967,p_OG0002639,4
h_OG0008118,p_OG0002639,4
h_OG0008189,p_OG0002639,4
h_OG0000256,p_OG0002640,4
h_OG0000585,p_OG0002640,4
h_OG0002319,p_OG0002640,3
h_OG0003642,p_OG0002640,4
h_OG0004655,p_OG0002640,4
h_OG0004702,p_OG0002640,4
h_OG0005135,p_OG0002640,4
h_OG0005385,p_OG0002640,4
h_OG0006031,p_OG0002640,3
h_OG0006051,p_OG0002640,4
h_OG0006389,p_OG0002640,4
h_OG0006522,p_OG0002640,3
h_OG0007059,p_OG0002640,4
h_OG0008118,p_OG0002640,4
h_OG0012266,p_OG0002640,4
h_OG0012427,p_OG0002640,4
h_OG0012932,p_OG0002640,4
h_OG0000305,p_OG0002643,4
h_OG0003884,p_OG0002643,4
h_OG0004702,p_OG0002643,4
h_OG0004992,p_OG0002643,4
h_OG0005321,p_OG0002643,4
h_OG0005385,p_OG0002643,4
h_OG0005563,p_OG0002643,4
h_OG0006031,p_OG0002643,4
h_OG0006341,p_OG0002643,4
h_OG0006691,p_OG0002643,4
h_OG0007967,p_OG0002643,4
h_OG0008118,p_OG0002643,4
h_OG0010652,p_OG0002643,6
h_OG0010735,p_OG0002643,4
h_OG0013974,p_OG0002643,4
h_OG0014015,p_OG0002643,3
h_OG0003834,p_OG0002646,4
h_OG0005185,p_OG0002646,4
h_OG0008996,p_OG0002646,4
h_OG0012646,p_OG0002646,4
h_OG0003946,p_OG0002647,4
h_OG0013362,p_OG0002647,4
h_OG0005647,p_OG0002648,4
h_OG0001792,p_OG0002650,4
h_OG0000437,p_OG0002652,4
h_OG0006730,p_OG0002652,4
h_OG0013434,p_OG0002652,4
h_OG0007758,p_OG0002653,4
h_OG0000147,p_OG0002657,5
h_OG0000402,p_OG0002657,4
h_OG0001629,p_OG0002657,4
h_OG0002319,p_OG0002657,3
h_OG0002642,p_OG0002657,4
h_OG0002662,p_OG0002657,3
h_OG0004993,p_OG0002657,5
h_OG0006962,p_OG0002657,4
h_OG0008931,p_OG0002657,4
h_OG0009045,p_OG0002657,4
h_OG0009469,p_OG0002657,5
h_OG0009951,p_OG0002657,4
h_OG0010423,p_OG0002657,4
h_OG0011102,p_OG0002657,4
h_OG0011266,p_OG0002657,4
h_OG0011270,p_OG0002657,4
h_OG0011811,p_OG0002657,5
h_OG0013448,p_OG0002657,4
h_OG0013794,p_OG0002657,4
h_OG0005185,p_OG0002658,4
h_OG0008996,p_OG0002658,4
h_OG0000920,p_OG0002659,3
h_OG0001262,p_OG0002659,4
h_OG0003173,p_OG0002659,4
h_OG0004536,p_OG0002659,4
h_OG0006894,p_OG0002659,4
h_OG0012764,p_OG0002659,5
h_OG0010479,p_OG0002663,4
h_OG0001454,p_OG0002664,4
h_OG0002319,p_OG0002664,4
h_OG0003642,p_OG0002664,4
h_OG0004993,p_OG0002664,5
h_OG0006031,p_OG0002664,3
h_OG0008931,p_OG0002664,4
h_OG0011266,p_OG0002664,4
h_OG0012266,p_OG0002664,4
h_OG0012382,p_OG0002664,4
h_OG0007059,p_OG0002665,4
h_OG0005185,p_OG0002666,4
h_OG0009045,p_OG0002669,4
h_OG0002090,p_OG0002670,4
h_OG0003834,p_OG0002670,5
h_OG0003975,p_OG0002670,4
h_OG0003987,p_OG0002670,4
h_OG0004264,p_OG0002670,4
h_OG0005093,p_OG0002670,6
h_OG0006022,p_OG0002670,6
h_OG0007324,p_OG0002670,4
h_OG0011514,p_OG0002670,5
h_OG0013725,p_OG0002670,6
h_OG0003884,p_OG0002672,4
h_OG0013086,p_OG0002673,4
h_OG0001423,p_OG0002680,4
h_OG0002936,p_OG0002680,5
h_OG0005897,p_OG0002680,4
h_OG0011525,p_OG0002680,4
h_OG0013603,p_OG0002680,3
h_OG0013993,p_OG0002680,4
h_OG0000640,p_OG0002683,4
h_OG0003757,p_OG0002683,4
h_OG0004469,p_OG0002683,4
h_OG0005385,p_OG0002683,4
h_OG0003523,p_OG0002685,4
h_OG0003834,p_OG0002685,4
h_OG0012764,p_OG0002690,5
h_OG0001259,p_OG0002692,4
h_OG0003884,p_OG0002692,4
h_OG0004992,p_OG0002692,4
h_OG0005385,p_OG0002692,4
h_OG0006031,p_OG0002692,3
h_OG0006607,p_OG0002692,4
h_OG0006764,p_OG0002692,3
h_OG0007967,p_OG0002692,4
h_OG0008118,p_OG0002692,4
h_OG0001792,p_OG0002693,4
h_OG0011514,p_OG0002693,4
h_OG0005385,p_OG0002694,4
h_OG0005882,p_OG0002694,4
h_OG0006764,p_OG0002694,3
h_OG0013826,p_OG0002694,4
h_OG0013922,p_OG0002694,5
h_OG0000152,p_OG0002695,5
h_OG0000684,p_OG0002695,3
h_OG0001461,p_OG0002695,4
h_OG0004487,p_OG0002695,3
h_OG0006691,p_OG0002695,4
h_OG0007962,p_OG0002695,3
h_OG0009484,p_OG0002695,3
h_OG0003834,p_OG0002696,4
h_OG0003975,p_OG0002696,4
h_OG0006022,p_OG0002696,5
h_OG0011514,p_OG0002696,4
h_OG0003834,p_OG0002697,5
h_OG0004264,p_OG0002697,4
h_OG0000853,p_OG0002704,4
h_OG0001792,p_OG0002704,4
h_OG0003834,p_OG0002704,4
h_OG0003975,p_OG0002704,4
h_OG0009168,p_OG0002704,4
h_OG0003834,p_OG0002705,4
h_OG0002534,p_OG0002708,4
h_OG0007059,p_OG0002708,5
h_OG0008189,p_OG0002708,4
h_OG0008685,p_OG0002708,4
h_OG0010049,p_OG0002708,5
h_OG0010209,p_OG0002708,4
h_OG0011845,p_OG0002708,4
h_OG0012266,p_OG0002708,4
h_OG0014013,p_OG0002708,3
h_OG0000147,p_OG0002710,4
h_OG0006691,p_OG0002710,4
h_OG0006975,p_OG0002710,4
h_OG0007098,p_OG0002710,3
h_OG0010209,p_OG0002710,4
h_OG0010652,p_OG0002710,5
h_OG0002319,p_OG0002711,4
h_OG0004992,p_OG0002711,4
h_OG0009951,p_OG0002711,4
h_OG0012266,p_OG0002711,4
h_OG0000152,p_OG0002712,4
h_OG0001461,p_OG0002712,3
h_OG0004175,p_OG0002712,4
h_OG0007432,p_OG0002712,3
h_OG0007879,p_OG0002712,4
h_OG0007962,p_OG0002712,3
h_OG0009900,p_OG0002712,3
h_OG0013599,p_OG0002712,4
h_OG0013922,p_OG0002712,4
h_OG0010479,p_OG0002713,4
h_OG0002090,p_OG0002714,5
h_OG0003834,p_OG0002714,4
h_OG0003975,p_OG0002714,5
h_OG0004264,p_OG0002714,4
h_OG0002319,p_OG0002717,4
h_OG0004702,p_OG0002717,4
h_OG0006031,p_OG0002717,3
h_OG0007059,p_OG0002717,5
h_OG0007138,p_OG0002717,4
h_OG0008189,p_OG0002717,4
h_OG0012266,p_OG0002717,4
h_OG0003884,p_OG0002719,4
h_OG0012764,p_OG0002721,5
h_OG0000147,p_OG0002722,4
h_OG0000256,p_OG0002722,4
h_OG0001090,p_OG0002722,4
h_OG0001393,p_OG0002722,4
h_OG0002055,p_OG0002722,4
h_OG0002319,p_OG0002722,3
h_OG0002441,p_OG0002722,4
h_OG0002642,p_OG0002722,3
h_OG0002766,p_OG0002722,4
h_OG0003963,p_OG0002722,4
h_OG0004993,p_OG0002722,5
h_OG0006341,p_OG0002722,4
h_OG0006691,p_OG0002722,4
h_OG0006962,p_OG0002722,4
h_OG0007765,p_OG0002722,3
h_OG0008111,p_OG0002722,4
h_OG0008280,p_OG0002722,4
h_OG0008289,p_OG0002722,4
h_OG0008931,p_OG0002722,4
h_OG0009847,p_OG0002722,4
h_OG0009951,p_OG0002722,4
h_OG0010423,p_OG0002722,4
h_OG0010893,p_OG0002722,3
h_OG0011266,p_OG0002722,5
h_OG0012374,p_OG0002722,4
h_OG0012608,p_OG0002722,4
h_OG0013177,p_OG0002722,4
h_OG0000585,p_OG0002723,4
h_OG0000598,p_OG0002723,4
h_OG0000640,p_OG0002723,4
h_OG0002319,p_OG0002723,3
h_OG0002642,p_OG0002723,3
h_OG0003834,p_OG0002723,4
h_OG0006691,p_OG0002723,5
h_OG0007301,p_OG0002723,4
h_OG0008289,p_OG0002723,4
h_OG0008931,p_OG0002723,4
h_OG0009045,p_OG0002723,4
h_OG0009264,p_OG0002723,4
h_OG0009654,p_OG0002723,4
h_OG0009951,p_OG0002723,4
h_OG0010342,p_OG0002723,4
h_OG0010388,p_OG0002723,5
h_OG0010423,p_OG0002723,4
h_OG0011266,p_OG0002723,4
h_OG0012427,p_OG0002723,3
h_OG0006086,p_OG0002724,4
h_OG0008302,p_OG0002726,3
h_OG0012764,p_OG0002729,5
h_OG0000095,p_OG0002730,4
h_OG0000476,p_OG0002730,4
h_OG0000585,p_OG0002730,4
h_OG0001063,p_OG0002730,3
h_OG0002010,p_OG0002730,5
h_OG0002319,p_OG0002730,3
h_OG0003349,p_OG0002730,4
h_OG0003505,p_OG0002730,4
h_OG0003523,p_OG0002730,4
h_OG0003642,p_OG0002730,4
h_OG0003674,p_OG0002730,4
h_OG0003834,p_OG0002730,4
h_OG0003844,p_OG0002730,4
h_OG0004393,p_OG0002730,5
h_OG0004428,p_OG0002730,4
h_OG0004702,p_OG0002730,4
h_OG0004744,p_OG0002730,5
h_OG0004993,p_OG0002730,5
h_OG0005135,p_OG0002730,4
h_OG0005185,p_OG0002730,4
h_OG0005546,p_OG0002730,4
h_OG0005820,p_OG0002730,4
h_OG0006051,p_OG0002730,5
h_OG0006303,p_OG0002730,4
h_OG0006366,p_OG0002730,5
h_OG0006522,p_OG0002730,3
h_OG0006896,p_OG0002730,4
h_OG0006948,p_OG0002730,5
h_OG0007059,p_OG0002730,4
h_OG0007138,p_OG0002730,4
h_OG0007301,p_OG0002730,4
h_OG0008118,p_OG0002730,4
h_OG0008416,p_OG0002730,3
h_OG0008996,p_OG0002730,4
h_OG0009595,p_OG0002730,4
h_OG0009666,p_OG0002730,4
h_OG0010095,p_OG0002730,4
h_OG0010263,p_OG0002730,4
h_OG0010416,p_OG0002730,4
h_OG0010547,p_OG0002730,4
h_OG0010584,p_OG0002730,4
h_OG0010648,p_OG0002730,4
h_OG0011489,p_OG0002730,5
h_OG0012266,p_OG0002730,5
h_OG0012505,p_OG0002730,4
h_OG0013925,p_OG0002730,3
h_OG0014001,p_OG0002730,4
h_OG0004933,p_OG0002732,3
h_OG0005068,p_OG0002732,4
h_OG0005385,p_OG0002732,4
h_OG0007398,p_OG0002732,4
h_OG0010361,p_OG0002732,4
h_OG0012277,p_OG0002732,4
h_OG0000746,p_OG0002735,4
h_OG0000787,p_OG0002735,4
h_OG0001615,p_OG0002735,4
h_OG0002819,p_OG0002735,4
h_OG0003922,p_OG0002735,4
h_OG0004937,p_OG0002735,3
h_OG0006691,p_OG0002735,4
h_OG0007572,p_OG0002735,3
h_OG0007797,p_OG0002735,5
h_OG0009951,p_OG0002735,5
h_OG0010012,p_OG0002735,4
h_OG0012083,p_OG0002735,4
h_OG0012382,p_OG0002735,4
h_OG0012617,p_OG0002735,4
h_OG0005261,p_OG0002736,4
h_OG0008289,p_OG0002736,4
h_OG0009045,p_OG0002736,4
h_OG0009258,p_OG0002736,4
h_OG0009951,p_OG0002736,4
h_OG0010893,p_OG0002736,3
h_OG0003494,p_OG0002739,4
h_OG0003505,p_OG0002739,4
h_OG0003834,p_OG0002739,4
h_OG0003987,p_OG0002739,6
h_OG0004264,p_OG0002739,4
h_OG0004589,p_OG0002739,4
h_OG0005185,p_OG0002739,4
h_OG0008996,p_OG0002739,4
h_OG0012646,p_OG0002739,4
h_OG0001792,p_OG0002740,5
h_OG0002090,p_OG0002740,4
h_OG0003834,p_OG0002740,4
h_OG0003975,p_OG0002740,4
h_OG0004264,p_OG0002740,4
h_OG0003975,p_OG0002744,4
h_OG0004264,p_OG0002744,4
h_OG0000308,p_OG0002749,5
h_OG0005284,p_OG0002749,4
h_OG0007094,p_OG0002749,3
h_OG0008977,p_OG0002749,5
h_OG0012386,p_OG0002749,3
h_OG0000147,p_OG0002752,4
h_OG0000402,p_OG0002752,4
h_OG0000909,p_OG0002752,5
h_OG0001450,p_OG0002752,4
h_OG0001526,p_OG0002752,4
h_OG0001777,p_OG0002752,4
h_OG0002154,p_OG0002752,4
h_OG0002372,p_OG0002752,3
h_OG0002561,p_OG0002752,5
h_OG0002642,p_OG0002752,4
h_OG0002726,p_OG0002752,4
h_OG0003714,p_OG0002752,3
h_OG0004047,p_OG0002752,5
h_OG0004087,p_OG0002752,4
h_OG0004494,p_OG0002752,4
h_OG0005321,p_OG0002752,4
h_OG0005385,p_OG0002752,4
h_OG0005416,p_OG0002752,4
h_OG0005563,p_OG0002752,4
h_OG0005606,p_OG0002752,5
h_OG0006063,p_OG0002752,4
h_OG0006341,p_OG0002752,4
h_OG0006488,p_OG0002752,4
h_OG0006691,p_OG0002752,4
h_OG0006764,p_OG0002752,3
h_OG0007117,p_OG0002752,4
h_OG0007432,p_OG0002752,4
h_OG0007607,p_OG0002752,4
h_OG0007773,p_OG0002752,4
h_OG0007797,p_OG0002752,4
h_OG0007820,p_OG0002752,3
h_OG0007937,p_OG0002752,4
h_OG0008118,p_OG0002752,4
h_OG0008672,p_OG0002752,4
h_OG0009045,p_OG0002752,4
h_OG0009469,p_OG0002752,5
h_OG0009623,p_OG0002752,5
h_OG0009951,p_OG0002752,4
h_OG0009953,p_OG0002752,4
h_OG0010388,p_OG0002752,4
h_OG0010844,p_OG0002752,4
h_OG0010893,p_OG0002752,3
h_OG0011155,p_OG0002752,5
h_OG0011185,p_OG0002752,4
h_OG0011270,p_OG0002752,4
h_OG0011619,p_OG0002752,4
h_OG0011750,p_OG0002752,4
h_OG0011879,p_OG0002752,4
h_OG0011958,p_OG0002752,4
h_OG0012088,p_OG0002752,4
h_OG0012382,p_OG0002752,4
h_OG0012406,p_OG0002752,4
h_OG0012608,p_OG0002752,4
h_OG0013086,p_OG0002752,4
h_OG0013177,p_OG0002752,4
h_OG0013448,p_OG0002752,4
h_OG0000308,p_OG0002758,5
h_OG0001649,p_OG0002758,3
h_OG0002060,p_OG0002758,3
h_OG0005284,p_OG0002758,4
h_OG0005954,p_OG0002758,3
h_OG0006640,p_OG0002758,3
h_OG0006975,p_OG0002758,4
h_OG0010618,p_OG0002758,5
h_OG0011531,p_OG0002758,3
h_OG0012994,p_OG0002758,4
h_OG0000640,p_OG0002760,4
h_OG0001544,p_OG0002760,4
h_OG0001792,p_OG0002760,4
h_OG0002593,p_OG0002760,5
h_OG0003757,p_OG0002760,4
h_OG0006022,p_OG0002760,5
h_OG0006989,p_OG0002760,4
h_OG0000700,p_OG0002761,3
h_OG0002355,p_OG0002761,4
h_OG0002368,p_OG0002761,5
h_OG0002834,p_OG0002761,4
h_OG0003175,p_OG0002761,4
h_OG0005116,p_OG0002761,4
h_OG0005859,p_OG0002761,5
h_OG0006784,p_OG0002761,4
h_OG0006787,p_OG0002761,5
h_OG0008013,p_OG0002761,4
h_OG0009771,p_OG0002761,3
h_OG0010497,p_OG0002761,4
h_OG0010618,p_OG0002761,5
h_OG0010690,p_OG0002761,4
h_OG0010887,p_OG0002761,4
h_OG0011531,p_OG0002761,3
h_OG0012994,p_OG0002761,4
h_OG0012266,p_OG0002762,4
h_OG0000423,p_OG0002763,4
h_OG0003834,p_OG0002763,4
h_OG0003930,p_OG0002763,4
h_OG0009455,p_OG0002763,4
h_OG0003834,p_OG0002764,4
h_OG0004992,p_OG0002765,4
h_OG0006691,p_OG0002765,4
h_OG0007718,p_OG0002765,3
h_OG0007721,p_OG0002765,3
h_OG0007967,p_OG0002765,4
h_OG0008080,p_OG0002765,4
h_OG0008118,p_OG0002765,4
h_OG0010209,p_OG0002765,4
h_OG0005385,p_OG0002766,4
h_OG0013794,p_OG0002766,4
h_OG0012072,p_OG0002768,4
h_OG0009900,p_OG0002769,4
h_OG0001792,p_OG0002771,4
h_OG0009168,p_OG0002771,4
h_OG0000014,p_OG0002772,4
h_OG0000027,p_OG0002772,4
h_OG0000115,p_OG0002772,4
h_OG0000165,p_OG0002772,4
h_OG0000224,p_OG0002772,4
h_OG0000432,p_OG0002772,4
h_OG0000817,p_OG0002772,4
h_OG0000842,p_OG0002772,4
h_OG0000898,p_OG0002772,5
h_OG0001161,p_OG0002772,4
h_OG0001176,p_OG0002772,4
h_OG0001193,p_OG0002772,4
h_OG0001223,p_OG0002772,4
h_OG0001353,p_OG0002772,4
h_OG0001548,p_OG0002772,4
h_OG0001704,p_OG0002772,3
h_OG0001768,p_OG0002772,4
h_OG0001850,p_OG0002772,4
h_OG0001856,p_OG0002772,4
h_OG0001970,p_OG0002772,4
h_OG0002138,p_OG0002772,4
h_OG0002290,p_OG0002772,4
h_OG0002361,p_OG0002772,4
h_OG0002381,p_OG0002772,4
h_OG0002607,p_OG0002772,4
h_OG0002662,p_OG0002772,5
h_OG0002787,p_OG0002772,4
h_OG0003016,p_OG0002772,4
h_OG0003067,p_OG0002772,4
h_OG0003129,p_OG0002772,4
h_OG0003173,p_OG0002772,4
h_OG0003193,p_OG0002772,4
h_OG0003331,p_OG0002772,4
h_OG0003346,p_OG0002772,4
h_OG0003350,p_OG0002772,4
h_OG0003353,p_OG0002772,4
h_OG0003359,p_OG0002772,4
h_OG0003495,p_OG0002772,4
