host,para,weight
h_OG0009953,p_OG0000775,4
h_OG0011270,p_OG0000775,4
h_OG0003975,p_OG0000778,4
h_OG0006022,p_OG0000778,6
h_OG0009283,p_OG0000778,5
h_OG0010794,p_OG0000778,5
h_OG0000147,p_OG0000782,4
h_OG0000909,p_OG0000782,6
h_OG0001217,p_OG0000782,4
h_OG0001393,p_OG0000782,4
h_OG0002561,p_OG0000782,4
h_OG0002642,p_OG0000782,4
h_OG0003714,p_OG0000782,3
h_OG0004047,p_OG0000782,5
h_OG0004143,p_OG0000782,3
h_OG0005385,p_OG0000782,4
h_OG0005416,p_OG0000782,4
h_OG0006042,p_OG0000782,4
h_OG0006063,p_OG0000782,4
h_OG0006488,p_OG0000782,4
h_OG0006691,p_OG0000782,4
h_OG0006962,p_OG0000782,4
h_OG0006975,p_OG0000782,4
h_OG0007117,p_OG0000782,4
h_OG0007797,p_OG0000782,4
h_OG0008289,p_OG0000782,4
h_OG0008889,p_OG0000782,4
h_OG0009045,p_OG0000782,4
h_OG0009469,p_OG0000782,5
h_OG0009623,p_OG0000782,5
h_OG0009951,p_OG0000782,4
h_OG0010388,p_OG0000782,4
h_OG0010566,p_OG0000782,4
h_OG0010844,p_OG0000782,4
h_OG0010893,p_OG0000782,3
h_OG0011155,p_OG0000782,5
h_OG0011270,p_OG0000782,4
h_OG0011811,p_OG0000782,5
h_OG0011958,p_OG0000782,4
h_OG0012088,p_OG0000782,4
h_OG0012406,p_OG0000782,4
h_OG0013086,p_OG0000782,4
h_OG0013177,p_OG0000782,4
h_OG0013448,p_OG0000782,4
h_OG0014015,p_OG0000782,3
h_OG0005185,p_OG0000786,4
h_OG0008996,p_OG0000786,4
h_OG0012900,p_OG0000788,5
h_OG0007059,p_OG0000790,5
h_OG0012266,p_OG0000790,4
h_OG0007059,p_OG0000791,5
h_OG0012266,p_OG0000791,4
h_OG0005657,p_OG0000792,4
h_OG0012764,p_OG0000792,5
h_OG0002684,p_OG0000794,4
h_OG0004620,p_OG0000794,5
h_OG0005072,p_OG0000794,4
h_OG0005385,p_OG0000794,5
h_OG0007541,p_OG0000794,5
h_OG0008980,p_OG0000794,4
h_OG0010747,p_OG0000794,4
h_OG0011462,p_OG0000794,4
h_OG0011770,p_OG0000794,4
h_OG0013444,p_OG0000794,4
h_OG0005385,p_OG0000796,4
h_OG0007718,p_OG0000796,4
h_OG0009900,p_OG0000796,4
h_OG0003975,p_OG0000801,4
h_OG0000755,p_OG0000803,5
h_OG0003406,p_OG0000803,4
h_OG0005068,p_OG0000803,4
h_OG0008961,p_OG0000803,3
h_OG0009466,p_OG0000803,5
h_OG0000308,p_OG0000805,5
h_OG0001575,p_OG0000805,4
h_OG0002060,p_OG0000805,3
h_OG0002889,p_OG0000805,4
h_OG0005854,p_OG0000805,3
h_OG0010618,p_OG0000805,5
h_OG0012185,p_OG0000805,3
h_OG0012994,p_OG0000805,4
h_OG0002534,p_OG0000806,5
h_OG0006691,p_OG0000806,4
h_OG0007967,p_OG0000806,4
h_OG0008118,p_OG0000806,4
h_OG0008189,p_OG0000806,4
h_OG0009900,p_OG0000806,5
h_OG0010209,p_OG0000806,4
h_OG0010652,p_OG0000806,5
h_OG0011845,p_OG0000806,3
h_OG0013971,p_OG0000806,5
h_OG0000853,p_OG0000808,4
h_OG0001792,p_OG0000808,4
h_OG0003834,p_OG0000808,4
h_OG0003975,p_OG0000808,4
h_OG0003987,p_OG0000808,4
h_OG0010794,p_OG0000808,5
h_OG0011514,p_OG0000808,4
h_OG0012646,p_OG0000808,4
h_OG0013554,p_OG0000808,4
h_OG0013727,p_OG0000811,5
h_OG0000095,p_OG0000815,4
h_OG0002534,p_OG0000815,4
h_OG0003642,p_OG0000815,4
h_OG0004702,p_OG0000815,4
h_OG0005385,p_OG0000815,4
h_OG0006975,p_OG0000815,4
h_OG0007967,p_OG0000815,4
h_OG0009951,p_OG0000815,4
h_OG0010209,p_OG0000815,4
h_OG0011845,p_OG0000815,4
h_OG0012266,p_OG0000815,4
h_OG0005796,p_OG0000821,4
h_OG0010652,p_OG0000821,5
h_OG0007059,p_OG0000826,4
h_OG0000147,p_OG0000830,4
h_OG0000256,p_OG0000830,4
h_OG0002319,p_OG0000830,3
h_OG0002534,p_OG0000830,4
h_OG0006975,p_OG0000830,4
h_OG0009951,p_OG0000830,4
h_OG0010049,p_OG0000830,5
h_OG0011845,p_OG0000830,4
h_OG0012266,p_OG0000830,4
h_OG0000120,p_OG0000831,4
h_OG0002593,p_OG0000831,4
h_OG0007758,p_OG0000831,4
h_OG0009045,p_OG0000832,4
h_OG0000256,p_OG0000833,4
h_OG0001454,p_OG0000833,5
h_OG0002319,p_OG0000833,3
h_OG0003642,p_OG0000833,4
h_OG0003834,p_OG0000833,4
h_OG0004993,p_OG0000833,5
h_OG0006341,p_OG0000833,4
h_OG0008931,p_OG0000833,4
h_OG0009951,p_OG0000833,4
h_OG0010416,p_OG0000833,4
h_OG0010423,p_OG0000833,4
h_OG0011102,p_OG0000833,4
h_OG0011266,p_OG0000833,4
h_OG0012266,p_OG0000833,4
h_OG0012382,p_OG0000833,4
h_OG0012427,p_OG0000833,3
h_OG0004607,p_OG0000834,3
h_OG0005657,p_OG0000834,4
h_OG0011531,p_OG0000834,3
h_OG0012764,p_OG0000834,6
h_OG0002719,p_OG0000836,4
h_OG0004393,p_OG0000836,4
h_OG0005135,p_OG0000836,4
h_OG0005656,p_OG0000836,4
h_OG0010187,p_OG0000836,4
h_OG0012266,p_OG0000836,4
h_OG0002534,p_OG0000838,4
h_OG0005796,p_OG0000838,4
h_OG0010573,p_OG0000838,4
h_OG0010652,p_OG0000838,5
h_OG0002090,p_OG0000841,4
h_OG0003834,p_OG0000841,4
h_OG0003975,p_OG0000841,4
h_OG0004264,p_OG0000841,4
h_OG0004047,p_OG0000842,5
h_OG0005416,p_OG0000842,4
h_OG0007797,p_OG0000842,4
h_OG0009951,p_OG0000842,4
h_OG0010566,p_OG0000842,4
h_OG0010844,p_OG0000842,5
h_OG0010893,p_OG0000842,3
h_OG0013086,p_OG0000842,4
h_OG0012764,p_OG0000845,5
h_OG0000120,p_OG0000846,4
h_OG0000640,p_OG0000846,4
h_OG0000769,p_OG0000846,4
h_OG0002327,p_OG0000846,3
h_OG0005819,p_OG0000846,4
h_OG0006931,p_OG0000846,4
h_OG0011368,p_OG0000846,6
h_OG0012362,p_OG0000846,4
h_OG0000095,p_OG0000847,4
h_OG0000256,p_OG0000847,4
h_OG0002319,p_OG0000847,3
h_OG0003642,p_OG0000847,4
h_OG0005659,p_OG0000847,4
h_OG0006031,p_OG0000847,3
h_OG0006341,p_OG0000847,4
h_OG0008118,p_OG0000847,4
h_OG0009951,p_OG0000847,5
h_OG0010209,p_OG0000847,4
h_OG0010416,p_OG0000847,4
h_OG0012266,p_OG0000847,4
h_OG0013974,p_OG0000847,4
h_OG0014015,p_OG0000847,3
h_OG0005116,p_OG0000848,4
h_OG0008554,p_OG0000848,5
h_OG0012764,p_OG0000848,5
h_OG0002394,p_OG0000849,4
h_OG0002534,p_OG0000849,4
h_OG0006975,p_OG0000849,4
h_OG0010049,p_OG0000849,4
h_OG0014013,p_OG0000849,3
h_OG0001217,p_OG0000851,4
h_OG0001546,p_OG0000851,5
h_OG0002534,p_OG0000851,4
h_OG0006042,p_OG0000851,4
h_OG0006045,p_OG0000851,4
h_OG0006294,p_OG0000851,4
h_OG0006389,p_OG0000851,5
h_OG0006607,p_OG0000851,4
h_OG0006691,p_OG0000851,4
h_OG0006764,p_OG0000851,3
h_OG0006933,p_OG0000851,4
h_OG0006975,p_OG0000851,4
h_OG0007030,p_OG0000851,4
h_OG0007319,p_OG0000851,4
h_OG0007721,p_OG0000851,3
h_OG0008118,p_OG0000851,4
h_OG0008685,p_OG0000851,4
h_OG0009528,p_OG0000851,4
h_OG0010049,p_OG0000851,4
h_OG0011098,p_OG0000851,3
h_OG0011183,p_OG0000851,4
h_OG0011493,p_OG0000851,4
h_OG0011784,p_OG0000851,4
h_OG0012266,p_OG0000851,4
h_OG0013974,p_OG0000851,4
h_OG0014013,p_OG0000851,3
h_OG0014015,p_OG0000851,3
h_OG0000147,p_OG0000855,4
h_OG0000746,p_OG0000855,4
h_OG0002154,p_OG0000855,4
h_OG0002432,p_OG0000855,4
h_OG0006691,p_OG0000855,4
h_OG0007797,p_OG0000855,4
h_OG0009951,p_OG0000855,4
h_OG0011155,p_OG0000855,5
h_OG0011992,p_OG0000855,4
h_OG0012382,p_OG0000855,5
h_OG0012406,p_OG0000855,4
h_OG0013086,p_OG0000855,4
h_OG0013177,p_OG0000855,4
h_OG0002319,p_OG0000856,4
h_OG0007059,p_OG0000856,5
h_OG0012266,p_OG0000856,4
h_OG0000095,p_OG0000859,4
h_OG0009350,p_OG0000859,4
h_OG0012266,p_OG0000859,4
h_OG0006691,p_OG0000862,4
h_OG0006975,p_OG0000862,4
h_OG0009900,p_OG0000862,5
h_OG0010735,p_OG0000862,4
h_OG0000147,p_OG0000863,4
h_OG0000402,p_OG0000863,5
h_OG0001982,p_OG0000863,4
h_OG0003665,p_OG0000863,4
h_OG0006341,p_OG0000863,4
h_OG0006691,p_OG0000863,5
h_OG0006962,p_OG0000863,4
h_OG0008931,p_OG0000863,4
h_OG0009951,p_OG0000863,4
h_OG0011044,p_OG0000863,4
h_OG0011155,p_OG0000863,5
h_OG0012382,p_OG0000863,4
h_OG0013177,p_OG0000863,4
h_OG0014015,p_OG0000863,4
h_OG0003834,p_OG0000864,5
h_OG0003834,p_OG0000865,4
h_OG0012266,p_OG0000865,4
h_OG0007059,p_OG0000868,5
h_OG0008416,p_OG0000868,3
h_OG0007636,p_OG0000869,4
h_OG0000853,p_OG0000870,4
h_OG0003834,p_OG0000870,4
h_OG0000853,p_OG0000875,4
h_OG0001241,p_OG0000875,5
h_OG0001792,p_OG0000875,4
h_OG0002090,p_OG0000875,4
h_OG0003834,p_OG0000875,4
h_OG0003975,p_OG0000875,4
h_OG0005185,p_OG0000875,4
h_OG0006022,p_OG0000875,5
h_OG0009168,p_OG0000875,4
h_OG0010794,p_OG0000875,5
h_OG0011489,p_OG0000875,4
h_OG0013554,p_OG0000875,4
h_OG0011082,p_OG0000878,4
h_OG0006691,p_OG0000880,4
h_OG0003834,p_OG0000881,4
h_OG0001669,p_OG0000882,5
h_OG0001792,p_OG0000882,4
h_OG0007373,p_OG0000882,4
h_OG0011557,p_OG0000882,4
h_OG0003834,p_OG0000884,5
h_OG0002534,p_OG0000885,4
h_OG0006031,p_OG0000885,3
h_OG0006751,p_OG0000885,3
h_OG0008931,p_OG0000888,4
h_OG0005185,p_OG0000890,4
h_OG0003834,p_OG0000892,4
h_OG0012266,p_OG0000892,4
h_OG0003523,p_OG0000893,4
h_OG0005185,p_OG0000893,4
h_OG0007025,p_OG0000894,4
h_OG0001461,p_OG0000895,4
h_OG0005385,p_OG0000895,3
h_OG0001996,p_OG0000898,4
h_OG0006031,p_OG0000898,3
h_OG0006764,p_OG0000898,3
h_OG0007059,p_OG0000898,4
h_OG0011879,p_OG0000898,4
h_OG0012266,p_OG0000898,4
h_OG0000853,p_OG0000899,4
h_OG0001792,p_OG0000899,4
h_OG0002090,p_OG0000899,4
h_OG0002223,p_OG0000899,4
h_OG0003523,p_OG0000899,4
h_OG0003975,p_OG0000899,4
h_OG0004164,p_OG0000899,4
h_OG0004264,p_OG0000899,4
h_OG0005185,p_OG0000899,4
h_OG0006022,p_OG0000899,5
h_OG0007324,p_OG0000899,4
h_OG0009168,p_OG0000899,4
h_OG0010254,p_OG0000899,4
h_OG0010794,p_OG0000899,5
h_OG0011514,p_OG0000899,4
h_OG0012646,p_OG0000899,4
h_OG0001169,p_OG0000902,4
h_OG0004702,p_OG0000902,4
h_OG0006691,p_OG0000902,4
h_OG0007967,p_OG0000902,4
h_OG0008189,p_OG0000902,4
h_OG0010459,p_OG0000902,4
h_OG0000095,p_OG0000903,4
h_OG0000256,p_OG0000903,4
h_OG0002319,p_OG0000903,3
h_OG0003447,p_OG0000903,4
h_OG0003642,p_OG0000903,4
h_OG0004655,p_OG0000903,4
h_OG0004702,p_OG0000903,4
h_OG0004993,p_OG0000903,5
h_OG0005659,p_OG0000903,4
h_OG0006341,p_OG0000903,4
h_OG0006691,p_OG0000903,4
h_OG0008118,p_OG0000903,4
h_OG0008631,p_OG0000903,4
h_OG0009356,p_OG0000903,5
h_OG0009595,p_OG0000903,4
h_OG0009951,p_OG0000903,4
h_OG0010416,p_OG0000903,5
h_OG0010547,p_OG0000903,4
h_OG0011174,p_OG0000903,4
h_OG0012266,p_OG0000903,4
h_OG0012382,p_OG0000903,4
h_OG0012427,p_OG0000903,3
h_OG0012505,p_OG0000903,4
h_OG0000907,p_OG0000904,4
h_OG0001241,p_OG0000904,5
h_OG0002090,p_OG0000904,4
h_OG0002223,p_OG0000904,4
h_OG0003834,p_OG0000904,4
h_OG0003975,p_OG0000904,4
h_OG0004264,p_OG0000904,4
h_OG0006022,p_OG0000904,6
h_OG0006300,p_OG0000904,4
h_OG0008952,p_OG0000904,4
h_OG0009139,p_OG0000904,6
h_OG0011514,p_OG0000904,4
h_OG0013725,p_OG0000904,6
h_OG0013997,p_OG0000904,5
h_OG0004428,p_OG0000908,4
h_OG0004702,p_OG0000908,4
h_OG0005135,p_OG0000908,4
h_OG0007059,p_OG0000908,5
h_OG0012266,p_OG0000908,4
h_OG0000095,p_OG0000910,4
h_OG0002319,p_OG0000910,3
h_OG0003642,p_OG0000910,4
h_OG0004393,p_OG0000910,4
h_OG0004428,p_OG0000910,4
h_OG0004702,p_OG0000910,4
h_OG0005135,p_OG0000910,4
h_OG0006031,p_OG0000910,3
h_OG0006051,p_OG0000910,5
h_OG0006389,p_OG0000910,5
h_OG0007059,p_OG0000910,4
h_OG0007138,p_OG0000910,4
h_OG0009595,p_OG0000910,4
h_OG0010049,p_OG0000910,3
h_OG0012266,p_OG0000910,4
h_OG0012427,p_OG0000910,3
h_OG0012505,p_OG0000910,4
h_OG0001792,p_OG0000912,4
h_OG0002090,p_OG0000912,5
h_OG0003523,p_OG0000912,4
h_OG0003834,p_OG0000912,4
h_OG0003975,p_OG0000912,5
h_OG0004264,p_OG0000912,5
h_OG0005185,p_OG0000912,4
h_OG0008996,p_OG0000912,4
h_OG0011489,p_OG0000912,4
h_OG0012646,p_OG0000912,4
h_OG0000147,p_OG0000913,5
h_OG0003714,p_OG0000913,3
h_OG0005321,p_OG0000913,4
h_OG0005563,p_OG0000913,4
h_OG0006341,p_OG0000913,4
h_OG0006691,p_OG0000913,4
h_OG0006764,p_OG0000913,3
h_OG0008118,p_OG0000913,4
h_OG0008672,p_OG0000913,4
h_OG0008749,p_OG0000913,5
h_OG0009900,p_OG0000913,4
h_OG0011270,p_OG0000913,4
h_OG0011750,p_OG0000913,4
h_OG0013448,p_OG0000913,4
h_OG0013725,p_OG0000914,5
h_OG0008043,p_OG0000916,3
h_OG0001792,p_OG0000918,4
h_OG0003834,p_OG0000918,4
h_OG0000154,p_OG0000919,4
h_OG0001792,p_OG0000919,4
h_OG0002090,p_OG0000919,5
h_OG0007198,p_OG0000919,5
h_OG0011514,p_OG0000919,4
h_OG0012646,p_OG0000919,4
h_OG0005385,p_OG0000926,3
h_OG0000853,p_OG0000927,4
h_OG0001792,p_OG0000927,4
h_OG0002090,p_OG0000927,4
h_OG0003138,p_OG0000927,4
h_OG0003494,p_OG0000927,4
h_OG0003505,p_OG0000927,4
h_OG0003523,p_OG0000927,4
h_OG0003527,p_OG0000927,4
h_OG0003834,p_OG0000927,4
h_OG0003975,p_OG0000927,4
h_OG0003987,p_OG0000927,4
h_OG0004264,p_OG0000927,4
h_OG0005185,p_OG0000927,4
h_OG0007324,p_OG0000927,4
h_OG0008996,p_OG0000927,4
h_OG0009168,p_OG0000927,4
h_OG0010794,p_OG0000927,6
h_OG0011489,p_OG0000927,4
h_OG0011514,p_OG0000927,4
h_OG0012646,p_OG0000927,4
h_OG0003523,p_OG0000929,4
h_OG0003834,p_OG0000929,4
h_OG0011489,p_OG0000929,4
h_OG0001792,p_OG0000930,4
h_OG0003834,p_OG0000930,4
h_OG0007059,p_OG0000930,4
h_OG0008416,p_OG0000930,3
h_OG0008749,p_OG0000930,4
h_OG0008996,p_OG0000930,4
h_OG0009900,p_OG0000930,5
h_OG0011489,p_OG0000930,4
h_OG0000095,p_OG0000931,4
h_OG0000476,p_OG0000931,4
h_OG0000585,p_OG0000931,5
h_OG0003349,p_OG0000931,4
h_OG0004428,p_OG0000931,4
h_OG0004702,p_OG0000931,4
h_OG0004744,p_OG0000931,4
h_OG0004993,p_OG0000931,5
h_OG0005135,p_OG0000931,4
h_OG0005546,p_OG0000931,4
h_OG0006031,p_OG0000931,3
h_OG0006896,p_OG0000931,4
h_OG0007059,p_OG0000931,4
h_OG0007138,p_OG0000931,5
h_OG0007301,p_OG0000931,4
h_OG0007721,p_OG0000931,3
h_OG0008416,p_OG0000931,3
h_OG0008996,p_OG0000931,4
h_OG0011099,p_OG0000931,4
h_OG0011266,p_OG0000931,4
h_OG0012266,p_OG0000931,4
h_OG0012505,p_OG0000931,4
h_OG0012646,p_OG0000931,4
h_OG0012836,p_OG0000931,4
h_OG0013031,p_OG0000931,4
h_OG0003413,p_OG0000933,5
h_OG0006022,p_OG0000933,5
h_OG0003301,p_OG0000934,4
h_OG0004990,p_OG0000934,4
h_OG0007758,p_OG0000934,5
h_OG0012341,p_OG0000934,4
h_OG0013940,p_OG0000934,5
h_OG0002726,p_OG0000935,4
h_OG0004875,p_OG0000935,3
h_OG0004888,p_OG0000935,4
h_OG0005321,p_OG0000935,4
h_OG0005563,p_OG0000935,4
h_OG0006764,p_OG0000935,3
h_OG0008794,p_OG0000935,4
h_OG0009900,p_OG0000935,3
h_OG0010161,p_OG0000935,4
h_OG0010573,p_OG0000935,4
h_OG0010652,p_OG0000935,4
h_OG0011976,p_OG0000935,4
h_OG0012055,p_OG0000935,5
h_OG0013885,p_OG0000935,4
h_OG0000120,p_OG0000936,4
h_OG0000640,p_OG0000936,4
h_OG0000927,p_OG0000936,4
h_OG0004790,p_OG0000936,3
h_OG0006616,p_OG0000936,5
h_OG0007758,p_OG0000936,4
h_OG0007432,p_OG0000937,4
h_OG0011270,p_OG0000937,4
h_OG0002160,p_OG0000938,5
h_OG0004454,p_OG0000940,3
h_OG0010497,p_OG0000940,3
h_OG0005543,p_OG0000942,4
h_OG0007364,p_OG0000942,4
h_OG0005819,p_OG0000943,4
h_OG0000117,p_OG0000946,4
h_OG0000308,p_OG0000946,5
h_OG0000680,p_OG0000946,4
h_OG0000872,p_OG0000946,4
h_OG0000906,p_OG0000946,4
h_OG0001575,p_OG0000946,4
h_OG0001931,p_OG0000946,4
h_OG0002060,p_OG0000946,4
h_OG0002327,p_OG0000946,3
h_OG0002519,p_OG0000946,4
h_OG0002539,p_OG0000946,4
h_OG0003487,p_OG0000946,4
h_OG0003507,p_OG0000946,4
h_OG0003662,p_OG0000946,4
h_OG0003946,p_OG0000946,4
h_OG0004500,p_OG0000946,3
h_OG0005284,p_OG0000946,4
h_OG0005645,p_OG0000946,4
h_OG0005674,p_OG0000946,5
h_OG0005916,p_OG0000946,4
h_OG0005954,p_OG0000946,4
h_OG0006189,p_OG0000946,4
h_OG0006640,p_OG0000946,3
h_OG0006974,p_OG0000946,4
h_OG0006982,p_OG0000946,5
h_OG0007026,p_OG0000946,4
h_OG0007094,p_OG0000946,4
h_OG0007334,p_OG0000946,4
h_OG0007641,p_OG0000946,5
h_OG0007780,p_OG0000946,5
h_OG0008627,p_OG0000946,4
h_OG0010649,p_OG0000946,4
h_OG0012023,p_OG0000946,4
h_OG0012110,p_OG0000946,4
h_OG0012605,p_OG0000946,4
h_OG0012663,p_OG0000946,4
h_OG0012937,p_OG0000946,4
h_OG0012994,p_OG0000946,4
h_OG0000095,p_OG0000949,4
h_OG0000256,p_OG0000949,4
h_OG0000585,p_OG0000949,4
h_OG0002319,p_OG0000949,3
h_OG0003447,p_OG0000949,4
h_OG0003642,p_OG0000949,4
h_OG0004993,p_OG0000949,6
h_OG0006341,p_OG0000949,4
h_OG0007607,p_OG0000949,4
h_OG0007832,p_OG0000949,4
h_OG0008118,p_OG0000949,4
h_OG0008631,p_OG0000949,4
h_OG0008672,p_OG0000949,4
h_OG0009405,p_OG0000949,5
h_OG0009951,p_OG0000949,4
h_OG0010416,p_OG0000949,4
h_OG0011102,p_OG0000949,5
h_OG0011266,p_OG0000949,4
h_OG0012266,p_OG0000949,4
h_OG0012382,p_OG0000949,4
h_OG0012427,p_OG0000949,3
h_OG0013770,p_OG0000952,4
h_OG0000095,p_OG0000953,4
h_OG0000256,p_OG0000953,4
h_OG0000476,p_OG0000953,4
h_OG0002319,p_OG0000953,3
h_OG0003642,p_OG0000953,4
h_OG0004993,p_OG0000953,5
h_OG0007059,p_OG0000953,4
h_OG0010416,p_OG0000953,5
h_OG0012266,p_OG0000953,4
h_OG0000147,p_OG0000954,4
h_OG0002726,p_OG0000954,5
h_OG0004494,p_OG0000954,4
h_OG0004992,p_OG0000954,4
h_OG0005321,p_OG0000954,4
h_OG0005563,p_OG0000954,5
h_OG0006063,p_OG0000954,4
h_OG0006691,p_OG0000954,4
h_OG0007937,p_OG0000954,4
h_OG0008118,p_OG0000954,4
h_OG0009623,p_OG0000954,5
h_OG0009951,p_OG0000954,4
h_OG0010652,p_OG0000954,5
h_OG0011270,p_OG0000954,4
h_OG0013086,p_OG0000954,4
h_OG0013448,p_OG0000954,4
h_OG0011266,p_OG0000955,4
h_OG0012617,p_OG0000955,4
h_OG0010678,p_OG0000956,3
h_OG0013086,p_OG0000956,4
h_OG0005185,p_OG0000960,5
h_OG0010118,p_OG0000960,3
h_OG0003834,p_OG0000961,4
h_OG0012266,p_OG0000962,4
h_OG0001792,p_OG0000963,4
h_OG0006022,p_OG0000963,5
h_OG0012362,p_OG0000963,4
h_OG0003834,p_OG0000965,4
h_OG0005185,p_OG0000965,4
h_OG0008996,p_OG0000965,4
h_OG0012646,p_OG0000965,4
h_OG0005185,p_OG0000966,4
h_OG0002319,p_OG0000969,3
h_OG0004393,p_OG0000969,5
h_OG0004428,p_OG0000969,4
h_OG0004702,p_OG0000969,4
h_OG0005135,p_OG0000969,4
h_OG0005972,p_OG0000969,4
h_OG0007059,p_OG0000969,4
h_OG0007138,p_OG0000969,4
h_OG0008189,p_OG0000969,4
h_OG0009666,p_OG0000969,4
h_OG0011425,p_OG0000969,3
h_OG0012266,p_OG0000969,4
h_OG0012505,p_OG0000969,4
h_OG0000746,p_OG0000970,5
h_OG0002432,p_OG0000970,4
h_OG0005385,p_OG0000970,4
h_OG0006015,p_OG0000970,4
h_OG0006607,p_OG0000970,4
h_OG0006691,p_OG0000970,4
h_OG0007797,p_OG0000970,5
h_OG0009045,p_OG0000970,4
h_OG0009469,p_OG0000970,5
h_OG0010469,p_OG0000970,3
h_OG0011270,p_OG0000970,4
h_OG0012186,p_OG0000970,3
h_OG0012608,p_OG0000970,5
h_OG0012961,p_OG0000970,3
h_OG0013086,p_OG0000970,4
h_OG0013177,p_OG0000970,4
h_OG0003523,p_OG0000971,4
h_OG0003834,p_OG0000971,4
h_OG0004264,p_OG0000971,4
h_OG0005185,p_OG0000971,4
h_OG0008996,p_OG0000971,4
h_OG0010118,p_OG0000971,3
h_OG0011489,p_OG0000971,4
h_OG0012646,p_OG0000971,4
h_OG0000095,p_OG0000973,4
h_OG0000476,p_OG0000973,4
h_OG0004993,p_OG0000973,5
h_OG0008289,p_OG0000973,4
h_OG0008931,p_OG0000973,4
h_OG0009951,p_OG0000973,4
h_OG0012266,p_OG0000973,5
h_OG0013879,p_OG0000973,4
h_OG0003834,p_OG0000974,4
h_OG0005185,p_OG0000974,4
h_OG0008996,p_OG0000974,4
h_OG0012646,p_OG0000974,4
h_OG0009951,p_OG0000977,4
h_OG0010652,p_OG0000978,6
h_OG0004264,p_OG0000979,4
h_OG0002090,p_OG0000980,4
h_OG0003834,p_OG0000980,4
h_OG0003975,p_OG0000980,4
h_OG0004264,p_OG0000980,4
h_OG0006022,p_OG0000980,5
h_OG0000147,p_OG0000984,5
h_OG0000746,p_OG0000984,4
h_OG0002372,p_OG0000984,3
h_OG0002432,p_OG0000984,4
h_OG0004494,p_OG0000984,4
h_OG0006341,p_OG0000984,4
h_OG0006488,p_OG0000984,4
h_OG0006691,p_OG0000984,4
h_OG0007117,p_OG0000984,4
h_OG0007797,p_OG0000984,5
h_OG0008080,p_OG0000984,4
h_OG0008118,p_OG0000984,4
h_OG0008285,p_OG0000984,3
h_OG0008672,p_OG0000984,4
h_OG0008931,p_OG0000984,4
h_OG0009045,p_OG0000984,4
h_OG0009469,p_OG0000984,5
h_OG0009951,p_OG0000984,5
h_OG0011270,p_OG0000984,4
h_OG0011992,p_OG0000984,4
h_OG0012382,p_OG0000984,4
h_OG0012406,p_OG0000984,5
h_OG0012608,p_OG0000984,4
h_OG0013086,p_OG0000984,4
h_OG0013177,p_OG0000984,4
h_OG0013448,p_OG0000984,4
h_OG0012617,p_OG0000988,4
h_OG0003834,p_OG0000989,4
h_OG0003975,p_OG0000989,5
h_OG0009168,p_OG0000989,4
h_OG0003523,p_OG0000991,4
h_OG0003834,p_OG0000991,4
h_OG0006031,p_OG0000992,4
h_OG0006691,p_OG0000992,4
h_OG0003196,p_OG0000996,4
h_OG0002090,p_OG0000999,4
h_OG0003834,p_OG0000999,4
h_OG0003987,p_OG0000999,4
h_OG0006022,p_OG0000999,5
h_OG0011514,p_OG0000999,4
h_OG0013725,p_OG0000999,5
h_OG0000853,p_OG0001000,4
h_OG0002090,p_OG0001000,4
h_OG0003834,p_OG0001000,4
h_OG0009283,p_OG0001000,5
h_OG0011514,p_OG0001000,4
h_OG0005185,p_OG0001003,5
h_OG0005185,p_OG0001004,4
h_OG0003642,p_OG0001007,4
h_OG0004428,p_OG0001007,4
h_OG0004702,p_OG0001007,4
h_OG0005135,p_OG0001007,4
h_OG0007059,p_OG0001007,5
h_OG0008189,p_OG0001007,4
h_OG0012266,p_OG0001007,4
h_OG0003523,p_OG0001008,4
h_OG0003834,p_OG0001008,4
h_OG0008118,p_OG0001009,4
h_OG0003505,p_OG0001010,4
h_OG0003523,p_OG0001010,4
h_OG0005185,p_OG0001010,4
h_OG0005495,p_OG0001010,4
h_OG0013755,p_OG0001011,4
h_OG0000308,p_OG0001013,5
h_OG0002534,p_OG0001013,4
h_OG0005854,p_OG0001013,3
h_OG0006042,p_OG0001013,4
h_OG0006676,p_OG0001013,4
h_OG0010049,p_OG0001013,4
h_OG0010188,p_OG0001013,3
h_OG0010967,p_OG0001013,3
h_OG0011591,p_OG0001013,4
h_OG0013725,p_OG0001014,5
h_OG0000585,p_OG0001016,5
h_OG0002319,p_OG0001016,4
h_OG0003834,p_OG0001016,4
h_OG0004993,p_OG0001016,5
h_OG0005135,p_OG0001016,4
h_OG0005385,p_OG0001016,4
h_OG0005495,p_OG0001016,4
h_OG0006031,p_OG0001016,3
h_OG0006051,p_OG0001016,4
h_OG0006389,p_OG0001016,4
h_OG0006522,p_OG0001016,3
h_OG0006616,p_OG0001016,4
h_OG0006896,p_OG0001016,4
h_OG0007059,p_OG0001016,5
h_OG0012266,p_OG0001016,4
h_OG0012427,p_OG0001016,3
h_OG0013031,p_OG0001016,4
h_OG0014001,p_OG0001016,5
h_OG0003523,p_OG0001017,4
h_OG0003834,p_OG0001017,4
h_OG0007740,p_OG0001020,5
h_OG0003834,p_OG0001021,4
h_OG0000308,p_OG0001023,5
h_OG0000565,p_OG0001023,4
h_OG0000858,p_OG0001023,3
h_OG0001575,p_OG0001023,4
h_OG0002060,p_OG0001023,4
h_OG0002251,p_OG0001023,3
