Host,Parasite,Weight
ENSG00000244045,PBANKA_143310,4
ENSG00000138964,PBANKA_143310,4
ENSG00000000938,PBANKA_143310,4
ENSG00000177885,PBANKA_143310,4
ENSG00000143761,PBANKA_143310,4
ENSG00000163956,PBANKA_143310,4
ENSG00000138411,PBANKA_143310,4
ENSG00000100596,PBANKA_143310,4
ENSG00000139631,PBANKA_143310,4
ENSG00000169180,PBANKA_143310,4
ENSG00000215440,PBANKA_143310,4
ENSG00000157350,PBANKA_143310,4
ENSG00000177000,PBANKA_143310,4
ENSG00000138107,PBANKA_143310,4
ENSG00000158887,PBANKA_143310,4
ENSG00000111684,PBANKA_143310,4
ENSG00000149923,PBANKA_143310,4
ENSG00000011422,PBANKA_143310,4
ENSG00000127580,PBANKA_143320,4
ENSG00000173264,PBANKA_143320,4
ENSG00000136938,PBANKA_143320,4
ENSG00000158220,PBANKA_143320,4
ENSG00000100075,PBANKA_143320,4
ENSG00000214357,PBANKA_143320,4
ENSG00000066056,PBANKA_143320,4
ENSG00000123064,PBANKA_143320,4
ENSG00000182580,PBANKA_143320,4
ENSG00000145191,PBANKA_143320,4
ENSG00000198952,PBANKA_143320,4
ENSG00000068120,PBANKA_143330,4
ENSG00000114316,PBANKA_143330,4
ENSG00000161533,PBANKA_143330,4
ENSG00000185753,PBANKA_143330,4
ENSG00000101150,PBANKA_143330,4
ENSG00000184840,PBANKA_143330,4
ENSG00000051523,PBANKA_143330,4
ENSG00000143409,PBANKA_143330,4
ENSG00000100568,PBANKA_143330,4
ENSG00000100605,PBANKA_143330,4
ENSG00000129219,PBANKA_143350,4
ENSG00000185896,PBANKA_143350,4
ENSG00000166527,PBANKA_143380,4
ENSG00000163956,PBANKA_143380,4
ENSG00000067248,PBANKA_143390,4
ENSG00000169609,PBANKA_143390,4
ENSG00000140374,PBANKA_143390,4
ENSG00000016864,PBANKA_143390,4
ENSG00000187051,PBANKA_143390,4
ENSG00000197345,PBANKA_143390,4
ENSG00000104679,PBANKA_143390,4
ENSG00000059691,PBANKA_143390,4
ENSG00000169718,PBANKA_143390,4
ENSG00000181991,PBANKA_143390,4
ENSG00000148335,PBANKA_143390,4
ENSG00000169490,PBANKA_143390,4
ENSG00000124733,PBANKA_143390,4
ENSG00000069849,PBANKA_143390,4
ENSG00000052723,PBANKA_143390,4
ENSG00000183520,PBANKA_143390,4
ENSG00000088766,PBANKA_143390,4
ENSG00000104522,PBANKA_143390,4
ENSG00000070010,PBANKA_143390,4
ENSG00000181924,PBANKA_143390,4
ENSG00000106028,PBANKA_143390,4
ENSG00000228474,PBANKA_143390,4
ENSG00000147364,PBANKA_143390,4
ENSG00000136631,PBANKA_143390,4
ENSG00000184840,PBANKA_143390,4
ENSG00000196704,PBANKA_143390,4
ENSG00000027847,PBANKA_143390,4
ENSG00000198960,PBANKA_143390,4
ENSG00000196154,PBANKA_143390,4
ENSG00000197712,PBANKA_143390,4
ENSG00000136522,PBANKA_143390,4
ENSG00000156709,PBANKA_143390,4
ENSG00000136104,PBANKA_143390,4
ENSG00000104886,PBANKA_143390,4
ENSG00000155438,PBANKA_143390,4
ENSG00000117395,PBANKA_143390,4
ENSG00000137100,PBANKA_143390,4
ENSG00000182718,PBANKA_143390,4
ENSG00000147687,PBANKA_143390,4
ENSG00000084754,PBANKA_143390,4
ENSG00000129559,PBANKA_143390,4
ENSG00000099341,PBANKA_143390,4
ENSG00000117899,PBANKA_143390,4
ENSG00000125445,PBANKA_143390,4
ENSG00000178449,PBANKA_143390,4
ENSG00000139180,PBANKA_143390,4
ENSG00000162441,PBANKA_143390,4
ENSG00000159210,PBANKA_143390,4
ENSG00000130165,PBANKA_143390,4
ENSG00000175634,PBANKA_143390,4
ENSG00000092108,PBANKA_143390,4
ENSG00000054116,PBANKA_143390,4
ENSG00000224877,PBANKA_143390,4
ENSG00000182552,PBANKA_143390,4
ENSG00000139278,PBANKA_143390,4
ENSG00000165898,PBANKA_143390,4
ENSG00000114503,PBANKA_143390,4
ENSG00000155636,PBANKA_143390,4
ENSG00000173083,PBANKA_143390,4
ENSG00000111906,PBANKA_143390,4
ENSG00000008018,PBANKA_143390,4
ENSG00000144021,PBANKA_143390,4
ENSG00000134330,PBANKA_143390,4
ENSG00000129636,PBANKA_143390,4
ENSG00000158552,PBANKA_143390,4
ENSG00000087302,PBANKA_143390,4
ENSG00000182180,PBANKA_143390,4
ENSG00000156042,PBANKA_143390,4
ENSG00000171806,PBANKA_143390,4
ENSG00000141378,PBANKA_143390,4
ENSG00000116906,PBANKA_143390,4
ENSG00000123349,PBANKA_143390,4
ENSG00000034533,PBANKA_143390,4
ENSG00000161057,PBANKA_143390,4
ENSG00000103274,PBANKA_143390,4
ENSG00000143222,PBANKA_143390,4
ENSG00000184445,PBANKA_143390,4
ENSG00000011260,PBANKA_143390,4
ENSG00000163902,PBANKA_143390,4
ENSG00000172456,PBANKA_143390,4
ENSG00000171659,PBANKA_143410,4
ENSG00000132622,PBANKA_143410,4
ENSG00000169193,PBANKA_143410,4
ENSG00000155636,PBANKA_143410,4
ENSG00000197724,PBANKA_143420,4
ENSG00000100092,PBANKA_143420,4
ENSG00000100241,PBANKA_143420,4
ENSG00000244754,PBANKA_143470,4
ENSG00000125818,PBANKA_143470,4
ENSG00000129219,PBANKA_143470,4
ENSG00000077549,PBANKA_143470,4
ENSG00000186350,PBANKA_143470,4
ENSG00000084754,PBANKA_143470,4
ENSG00000100568,PBANKA_143470,4
ENSG00000173264,PBANKA_143510,4
ENSG00000078814,PBANKA_143510,4
ENSG00000129219,PBANKA_143510,4
ENSG00000197136,PBANKA_143510,4
ENSG00000185896,PBANKA_143510,4
ENSG00000105229,PBANKA_143510,4
ENSG00000156886,PBANKA_143510,4
ENSG00000084754,PBANKA_143530,4
ENSG00000213977,PBANKA_143570,4
ENSG00000173264,PBANKA_143570,4
ENSG00000136938,PBANKA_143570,4
ENSG00000129219,PBANKA_143570,4
ENSG00000227500,PBANKA_143570,4
ENSG00000198952,PBANKA_143570,4
ENSG00000244754,PBANKA_143710,4
ENSG00000068120,PBANKA_143710,4
ENSG00000204344,PBANKA_143710,4
ENSG00000089693,PBANKA_143710,4
ENSG00000105355,PBANKA_143710,4
ENSG00000146007,PBANKA_143710,4
ENSG00000168591,PBANKA_143710,4
ENSG00000136986,PBANKA_143710,4
ENSG00000137207,PBANKA_143710,4
ENSG00000071553,PBANKA_143710,4
ENSG00000101150,PBANKA_143710,4
ENSG00000092010,PBANKA_143710,4
ENSG00000184840,PBANKA_143710,4
ENSG00000170296,PBANKA_143710,4
ENSG00000136770,PBANKA_143710,4
ENSG00000064547,PBANKA_143710,4
ENSG00000110446,PBANKA_143710,4
ENSG00000115526,PBANKA_143710,4
ENSG00000163156,PBANKA_143710,4
ENSG00000214530,PBANKA_143710,4
ENSG00000174744,PBANKA_143710,4
ENSG00000158019,PBANKA_143710,4
ENSG00000127948,PBANKA_143710,4
ENSG00000139180,PBANKA_143710,4
ENSG00000113732,PBANKA_143710,4
ENSG00000138964,PBANKA_143710,4
ENSG00000150991,PBANKA_143710,4
ENSG00000163956,PBANKA_143710,4
ENSG00000100596,PBANKA_143710,4
ENSG00000011422,PBANKA_143710,4
ENSG00000244754,PBANKA_143810,4
ENSG00000078814,PBANKA_143810,4
ENSG00000129219,PBANKA_143810,4
ENSG00000185896,PBANKA_143810,4
ENSG00000136770,PBANKA_143810,4
ENSG00000152766,PBANKA_143810,4
ENSG00000163956,PBANKA_143810,4
ENSG00000187566,PBANKA_143820,4
ENSG00000173264,PBANKA_143820,4
ENSG00000078814,PBANKA_143820,4
ENSG00000129219,PBANKA_143820,4
ENSG00000185896,PBANKA_143820,4
ENSG00000197746,PBANKA_143820,4
ENSG00000105229,PBANKA_143820,4
ENSG00000033100,PBANKA_143820,4
ENSG00000167258,PBANKA_143830,4
ENSG00000180089,PBANKA_143830,4
ENSG00000115756,PBANKA_143830,4
ENSG00000204444,PBANKA_143830,4
ENSG00000101193,PBANKA_143830,4
ENSG00000017797,PBANKA_143830,4
ENSG00000100380,PBANKA_143830,4
ENSG00000104522,PBANKA_143830,4
ENSG00000228474,PBANKA_143830,4
ENSG00000184840,PBANKA_143830,4
ENSG00000137216,PBANKA_143830,4
ENSG00000147813,PBANKA_143830,4
ENSG00000104903,PBANKA_143830,4
ENSG00000153048,PBANKA_143830,4
ENSG00000143774,PBANKA_143830,4
ENSG00000156171,PBANKA_143830,4
ENSG00000135845,PBANKA_143830,4
ENSG00000148908,PBANKA_143830,4
ENSG00000111666,PBANKA_143830,4
ENSG00000100280,PBANKA_143850,4
ENSG00000213977,PBANKA_143850,4
ENSG00000173264,PBANKA_143850,4
ENSG00000173991,PBANKA_143850,4
ENSG00000100991,PBANKA_143850,4
ENSG00000129219,PBANKA_143850,4
ENSG00000227500,PBANKA_143850,4
ENSG00000185896,PBANKA_143850,4
ENSG00000197746,PBANKA_143850,4
ENSG00000105229,PBANKA_143850,4
ENSG00000033100,PBANKA_143850,4
ENSG00000198952,PBANKA_143850,4
ENSG00000180089,PBANKA_143860,4
ENSG00000129219,PBANKA_143880,4
ENSG00000129219,PBANKA_143890,4
ENSG00000140990,PBANKA_143890,4
ENSG00000147813,PBANKA_143920,4
ENSG00000213977,PBANKA_143930,4
ENSG00000173264,PBANKA_143930,4
ENSG00000129219,PBANKA_143930,4
ENSG00000168291,PBANKA_143960,4
ENSG00000168301,PBANKA_143960,4
ENSG00000175110,PBANKA_143960,4
ENSG00000120699,PBANKA_143960,4
ENSG00000140374,PBANKA_143960,4
ENSG00000016864,PBANKA_143960,4
ENSG00000165983,PBANKA_143960,4
ENSG00000149636,PBANKA_143960,4
ENSG00000130811,PBANKA_143960,4
ENSG00000187051,PBANKA_143960,4
ENSG00000121766,PBANKA_143960,4
ENSG00000080608,PBANKA_143960,4
ENSG00000181274,PBANKA_143960,4
ENSG00000176896,PBANKA_143960,4
ENSG00000197345,PBANKA_143960,4
ENSG00000114686,PBANKA_143960,4
ENSG00000104679,PBANKA_143960,4
ENSG00000164919,PBANKA_143960,4
ENSG00000181915,PBANKA_143960,4
ENSG00000078668,PBANKA_143960,4
ENSG00000145757,PBANKA_143960,4
ENSG00000164934,PBANKA_143960,4
ENSG00000169718,PBANKA_143960,4
ENSG00000130560,PBANKA_143960,4
ENSG00000181991,PBANKA_143960,4
ENSG00000148335,PBANKA_143960,4
ENSG00000175348,PBANKA_143960,4
ENSG00000169490,PBANKA_143960,4
ENSG00000178177,PBANKA_143960,4
ENSG00000004961,PBANKA_143960,4
ENSG00000131368,PBANKA_143960,4
ENSG00000136247,PBANKA_143960,4
ENSG00000149100,PBANKA_143960,4
ENSG00000171566,PBANKA_143960,4
ENSG00000108561,PBANKA_143960,4
ENSG00000112309,PBANKA_143960,4
ENSG00000069849,PBANKA_143960,4
ENSG00000132463,PBANKA_143960,4
ENSG00000148334,PBANKA_143960,4
ENSG00000052723,PBANKA_143960,4
ENSG00000183520,PBANKA_143960,4
ENSG00000177096,PBANKA_143960,4
ENSG00000183765,PBANKA_143960,4
ENSG00000140612,PBANKA_143960,4
ENSG00000072210,PBANKA_143960,4
ENSG00000088766,PBANKA_143960,4
ENSG00000070010,PBANKA_143960,4
ENSG00000124767,PBANKA_143960,4
ENSG00000164209,PBANKA_143960,4
ENSG00000106028,PBANKA_143960,4
ENSG00000147364,PBANKA_143960,4
ENSG00000197498,PBANKA_143960,4
ENSG00000149089,PBANKA_143960,4
ENSG00000121542,PBANKA_143960,4
ENSG00000144840,PBANKA_143960,4
ENSG00000137692,PBANKA_143960,4
ENSG00000115514,PBANKA_143960,4
ENSG00000241343,PBANKA_143960,4
ENSG00000184840,PBANKA_143960,4
ENSG00000196704,PBANKA_143960,4
ENSG00000198960,PBANKA_143960,4
ENSG00000143546,PBANKA_143960,4
ENSG00000196154,PBANKA_143960,4
ENSG00000197712,PBANKA_143960,4
ENSG00000087448,PBANKA_143960,4
ENSG00000135537,PBANKA_143960,4
ENSG00000136104,PBANKA_143960,4
ENSG00000155438,PBANKA_143960,4
ENSG00000180964,PBANKA_143960,4
ENSG00000134375,PBANKA_143960,4
ENSG00000182718,PBANKA_143960,4
ENSG00000144827,PBANKA_143960,4
ENSG00000147687,PBANKA_143960,4
ENSG00000117899,PBANKA_143960,4
ENSG00000125445,PBANKA_143960,4
ENSG00000178449,PBANKA_143960,4
ENSG00000139180,PBANKA_143960,4
ENSG00000162441,PBANKA_143960,4
ENSG00000100029,PBANKA_143960,4
ENSG00000132254,PBANKA_143960,4
ENSG00000159210,PBANKA_143960,4
ENSG00000092108,PBANKA_143960,4
ENSG00000054116,PBANKA_143960,4
ENSG00000182552,PBANKA_143960,4
ENSG00000171863,PBANKA_143960,4
ENSG00000139278,PBANKA_143960,4
ENSG00000165898,PBANKA_143960,4
ENSG00000100865,PBANKA_143960,4
ENSG00000163832,PBANKA_143960,4
ENSG00000114503,PBANKA_143960,4
ENSG00000155636,PBANKA_143960,4
ENSG00000111906,PBANKA_143960,4
ENSG00000008018,PBANKA_143960,4
ENSG00000148057,PBANKA_143960,4
ENSG00000089006,PBANKA_143960,4
ENSG00000144021,PBANKA_143960,4
ENSG00000134330,PBANKA_143960,4
ENSG00000129636,PBANKA_143960,4
ENSG00000071994,PBANKA_143960,4
ENSG00000158552,PBANKA_143960,4
ENSG00000087302,PBANKA_143960,4
ENSG00000182180,PBANKA_143960,4
ENSG00000149313,PBANKA_143960,4
ENSG00000136045,PBANKA_143960,4
ENSG00000131779,PBANKA_143960,4
ENSG00000171806,PBANKA_143960,4
ENSG00000141378,PBANKA_143960,4
ENSG00000116906,PBANKA_143960,4
ENSG00000034533,PBANKA_143960,4
ENSG00000074201,PBANKA_143960,4
ENSG00000161057,PBANKA_143960,4
ENSG00000136709,PBANKA_143960,4
ENSG00000059588,PBANKA_143960,4
ENSG00000103274,PBANKA_143960,4
ENSG00000166676,PBANKA_143960,4
ENSG00000175087,PBANKA_143960,4
ENSG00000143222,PBANKA_143960,4
ENSG00000011260,PBANKA_143960,4
ENSG00000079785,PBANKA_143970,4
ENSG00000120254,PBANKA_143970,4
ENSG00000136938,PBANKA_143970,4
ENSG00000145936,PBANKA_143970,4
ENSG00000107902,PBANKA_143970,4
ENSG00000117419,PBANKA_143970,4
ENSG00000119203,PBANKA_143970,4
ENSG00000145191,PBANKA_143970,4
ENSG00000173264,PBANKA_143980,4
ENSG00000146007,PBANKA_143980,4
ENSG00000187566,PBANKA_143990,4
ENSG00000129219,PBANKA_143990,4
ENSG00000227500,PBANKA_143990,4
ENSG00000141698,PBANKA_144010,4
ENSG00000068120,PBANKA_144020,4
ENSG00000185753,PBANKA_144020,4
ENSG00000101150,PBANKA_144020,4
ENSG00000198960,PBANKA_144020,4
ENSG00000163156,PBANKA_144020,4
ENSG00000084754,PBANKA_144020,4
ENSG00000139180,PBANKA_144020,4
ENSG00000129071,PBANKA_144020,4
ENSG00000155636,PBANKA_144020,4
ENSG00000156042,PBANKA_144020,4
ENSG00000143222,PBANKA_144020,4
ENSG00000129219,PBANKA_144040,4
ENSG00000067836,PBANKA_144040,4
ENSG00000164253,PBANKA_144050,4
ENSG00000166527,PBANKA_144050,4
ENSG00000196505,PBANKA_144050,4
ENSG00000106100,PBANKA_144050,4
ENSG00000169071,PBANKA_144050,4
ENSG00000089597,PBANKA_144050,4
ENSG00000135473,PBANKA_144050,4
ENSG00000066056,PBANKA_144050,4
ENSG00000056736,PBANKA_144050,4
ENSG00000163482,PBANKA_144050,4
ENSG00000141698,PBANKA_144050,4
ENSG00000203668,PBANKA_144050,4
ENSG00000161533,PBANKA_144060,4
ENSG00000168591,PBANKA_144060,4
ENSG00000177125,PBANKA_144060,4
ENSG00000163956,PBANKA_144060,4
ENSG00000108819,PBANKA_144080,4
ENSG00000105229,PBANKA_144080,4
ENSG00000143546,PBANKA_144110,4
ENSG00000239474,PBANKA_144110,4
ENSG00000123689,PBANKA_144110,4
ENSG00000125818,PBANKA_144120,4
ENSG00000104805,PBANKA_144120,4
ENSG00000186350,PBANKA_144120,4
ENSG00000034152,PBANKA_144120,4
ENSG00000163956,PBANKA_144120,4
ENSG00000105229,PBANKA_144140,4
ENSG00000069849,PBANKA_144150,4
ENSG00000197142,PBANKA_144150,4
ENSG00000184840,PBANKA_144150,4
ENSG00000198960,PBANKA_144150,4
ENSG00000147813,PBANKA_144150,4
ENSG00000084754,PBANKA_144150,4
ENSG00000130165,PBANKA_144150,4
ENSG00000100605,PBANKA_144150,4
ENSG00000185896,PBANKA_144160,4
ENSG00000197136,PBANKA_144170,4
ENSG00000079785,PBANKA_144210,4
ENSG00000168612,PBANKA_144210,4
ENSG00000117419,PBANKA_144210,4
ENSG00000164919,PBANKA_144240,4
ENSG00000145757,PBANKA_144240,4
ENSG00000122034,PBANKA_144240,4
ENSG00000129197,PBANKA_144240,4
ENSG00000070010,PBANKA_144240,4
ENSG00000136522,PBANKA_144240,4
ENSG00000155438,PBANKA_144240,4
ENSG00000137100,PBANKA_144240,4
ENSG00000147687,PBANKA_144240,4
ENSG00000178449,PBANKA_144240,4
ENSG00000224877,PBANKA_144240,4
ENSG00000182552,PBANKA_144240,4
ENSG00000155636,PBANKA_144240,4
ENSG00000111906,PBANKA_144240,4
ENSG00000134330,PBANKA_144240,4
ENSG00000087302,PBANKA_144240,4
ENSG00000123349,PBANKA_144240,4
ENSG00000034533,PBANKA_144240,4
ENSG00000161057,PBANKA_144240,4
ENSG00000118246,PBANKA_144240,4
ENSG00000011260,PBANKA_144240,4
ENSG00000169609,PBANKA_144250,4
ENSG00000136250,PBANKA_144250,4
ENSG00000016864,PBANKA_144250,4
ENSG00000187051,PBANKA_144250,4
ENSG00000146535,PBANKA_144250,4
ENSG00000130560,PBANKA_144250,4
ENSG00000169490,PBANKA_144250,4
ENSG00000070010,PBANKA_144250,4
ENSG00000184840,PBANKA_144250,4
ENSG00000198960,PBANKA_144250,4
ENSG00000196154,PBANKA_144250,4
ENSG00000151665,PBANKA_144250,4
ENSG00000155438,PBANKA_144250,4
ENSG00000084754,PBANKA_144250,4
ENSG00000166169,PBANKA_144250,4
ENSG00000139180,PBANKA_144250,4
ENSG00000054116,PBANKA_144250,4
ENSG00000100441,PBANKA_144250,4
ENSG00000155636,PBANKA_144250,4
ENSG00000134330,PBANKA_144250,4
ENSG00000158552,PBANKA_144250,4
ENSG00000034533,PBANKA_144250,4
ENSG00000184840,PBANKA_144350,4
ENSG00000115526,PBANKA_144350,4
ENSG00000168591,PBANKA_144360,4
ENSG00000166527,PBANKA_144360,4
ENSG00000142534,PBANKA_144360,4
ENSG00000163956,PBANKA_144360,4
ENSG00000140471,PBANKA_144360,4
ENSG00000184840,PBANKA_144370,4
ENSG00000221983,PBANKA_144410,4
ENSG00000173264,PBANKA_144450,4
ENSG00000173991,PBANKA_144450,4
ENSG00000078814,PBANKA_144450,4
ENSG00000129219,PBANKA_144450,4
ENSG00000197136,PBANKA_144450,4
ENSG00000172890,PBANKA_144520,4
ENSG00000070495,PBANKA_144520,4
ENSG00000105355,PBANKA_144520,4
ENSG00000146007,PBANKA_144520,4
ENSG00000168591,PBANKA_144520,4
ENSG00000104805,PBANKA_144520,4
ENSG00000175467,PBANKA_144520,4
ENSG00000136770,PBANKA_144520,4
ENSG00000214530,PBANKA_144520,4
ENSG00000000938,PBANKA_144520,4
ENSG00000100596,PBANKA_144520,4
ENSG00000169403,PBANKA_144520,4
ENSG00000142657,PBANKA_144520,4
ENSG00000166169,PBANKA_144540,4
ENSG00000181038,PBANKA_144560,4
ENSG00000016864,PBANKA_144560,4
ENSG00000171659,PBANKA_144560,4
ENSG00000122034,PBANKA_144560,4
ENSG00000140612,PBANKA_144560,4
ENSG00000070010,PBANKA_144560,4
ENSG00000155368,PBANKA_144560,4
ENSG00000196704,PBANKA_144560,4
ENSG00000104047,PBANKA_144560,4
ENSG00000159761,PBANKA_144560,4
ENSG00000147687,PBANKA_144560,4
ENSG00000117899,PBANKA_144560,4
ENSG00000139180,PBANKA_144560,4
ENSG00000162441,PBANKA_144560,4
ENSG00000092108,PBANKA_144560,4
ENSG00000054116,PBANKA_144560,4
ENSG00000182552,PBANKA_144560,4
ENSG00000171863,PBANKA_144560,4
ENSG00000155636,PBANKA_144560,4
ENSG00000134330,PBANKA_144560,4
ENSG00000129636,PBANKA_144560,4
ENSG00000071994,PBANKA_144560,4
ENSG00000123349,PBANKA_144560,4
ENSG00000118246,PBANKA_144560,4
ENSG00000185896,PBANKA_144580,4
ENSG00000197746,PBANKA_144580,4
ENSG00000173991,PBANKA_144610,4
ENSG00000185896,PBANKA_144650,4
ENSG00000077549,PBANKA_144650,4
ENSG00000197136,PBANKA_144660,4
ENSG00000173991,PBANKA_144670,4
ENSG00000129219,PBANKA_144670,4
ENSG00000227500,PBANKA_144670,4
ENSG00000197136,PBANKA_144670,4
ENSG00000130669,PBANKA_144670,4
ENSG00000187566,PBANKA_144700,4
ENSG00000173264,PBANKA_144700,4
ENSG00000173991,PBANKA_144700,4
ENSG00000129219,PBANKA_144700,4
ENSG00000227500,PBANKA_144700,4
ENSG00000068120,PBANKA_144710,4
ENSG00000204344,PBANKA_144710,4
ENSG00000108344,PBANKA_144710,4
ENSG00000213977,PBANKA_144710,4
ENSG00000160014,PBANKA_144710,4
ENSG00000131748,PBANKA_144710,4
ENSG00000130560,PBANKA_144710,4
ENSG00000111652,PBANKA_144710,4
ENSG00000114738,PBANKA_144710,4
ENSG00000090581,PBANKA_144710,4
ENSG00000227500,PBANKA_144710,4
ENSG00000198960,PBANKA_144710,4
ENSG00000100106,PBANKA_144710,4
ENSG00000118197,PBANKA_144710,4
ENSG00000171703,PBANKA_144710,4
ENSG00000105618,PBANKA_144710,4
ENSG00000103510,PBANKA_144710,4
ENSG00000155438,PBANKA_144710,4
ENSG00000171700,PBANKA_144710,4
ENSG00000084754,PBANKA_144710,4
ENSG00000101343,PBANKA_144710,4
ENSG00000099203,PBANKA_144710,4
ENSG00000110057,PBANKA_144710,4
ENSG00000110719,PBANKA_144710,4
ENSG00000067836,PBANKA_144710,4
ENSG00000130669,PBANKA_144710,4
ENSG00000163956,PBANKA_144710,4
ENSG00000102878,PBANKA_144710,4
ENSG00000138107,PBANKA_144710,4
ENSG00000089693,PBANKA_144810,4
ENSG00000139180,PBANKA_144810,4
ENSG00000163956,PBANKA_144810,4
ENSG00000136986,PBANKA_144820,4
ENSG00000166527,PBANKA_144820,4
ENSG00000071073,PBANKA_144820,4
ENSG00000184840,PBANKA_144820,4
ENSG00000151665,PBANKA_144820,4
ENSG00000163156,PBANKA_144820,4
ENSG00000123427,PBANKA_144830,4
ENSG00000169609,PBANKA_144850,4
ENSG00000068120,PBANKA_144850,4
ENSG00000166527,PBANKA_144850,4
ENSG00000163156,PBANKA_144850,4
ENSG00000084754,PBANKA_144850,4
ENSG00000139180,PBANKA_144850,4
ENSG00000163956,PBANKA_144850,4
ENSG00000115307,PBANKA_144850,4
ENSG00000129219,PBANKA_144860,4
ENSG00000221983,PBANKA_144940,4
ENSG00000125931,PBANKA_144980,4
ENSG00000163155,PBANKA_144980,4
ENSG00000114316,PBANKA_144990,4
ENSG00000143409,PBANKA_144990,4
ENSG00000100605,PBANKA_144990,4
ENSG00000173991,PBANKA_145040,4
ENSG00000130669,PBANKA_145040,4
ENSG00000197746,PBANKA_145070,4
ENSG00000068120,PBANKA_145100,4
ENSG00000089693,PBANKA_145100,4
ENSG00000221983,PBANKA_145100,4
ENSG00000139180,PBANKA_145100,4
ENSG00000163956,PBANKA_145100,4
ENSG00000130347,PBANKA_145120,4
ENSG00000123739,PBANKA_145120,4
ENSG00000108733,PBANKA_145120,4
ENSG00000183172,PBANKA_145120,4
ENSG00000120053,PBANKA_145120,4
ENSG00000204576,PBANKA_145120,4
ENSG00000185798,PBANKA_145120,4
ENSG00000172878,PBANKA_145120,4
ENSG00000129219,PBANKA_145140,4
ENSG00000078814,PBANKA_145160,4
ENSG00000185896,PBANKA_145160,4
ENSG00000131238,PBANKA_145180,4
ENSG00000173991,PBANKA_145190,4
ENSG00000152284,PBANKA_145190,4
ENSG00000130669,PBANKA_145190,4
ENSG00000068120,PBANKA_145210,4
ENSG00000168301,PBANKA_145210,4
ENSG00000136250,PBANKA_145210,4
ENSG00000089693,PBANKA_145210,4
ENSG00000166527,PBANKA_145210,4
ENSG00000101150,PBANKA_145210,4
ENSG00000175416,PBANKA_145210,4
ENSG00000184840,PBANKA_145210,4
ENSG00000198960,PBANKA_145210,4
ENSG00000109536,PBANKA_145210,4
ENSG00000196154,PBANKA_145210,4
ENSG00000163156,PBANKA_145210,4
ENSG00000182718,PBANKA_145210,4
ENSG00000084754,PBANKA_145210,4
ENSG00000114956,PBANKA_145210,4
ENSG00000166169,PBANKA_145210,4
ENSG00000152766,PBANKA_145210,4
ENSG00000110719,PBANKA_145210,4
ENSG00000067836,PBANKA_145210,4
ENSG00000163956,PBANKA_145210,4
ENSG00000158552,PBANKA_145210,4
ENSG00000115307,PBANKA_145210,4
ENSG00000156042,PBANKA_145210,4
ENSG00000034533,PBANKA_145210,4
ENSG00000076258,PBANKA_145210,4
ENSG00000149923,PBANKA_145210,4
ENSG00000184840,PBANKA_145220,4
ENSG00000163956,PBANKA_145220,4
ENSG00000136770,PBANKA_145240,4
ENSG00000115526,PBANKA_145240,4
ENSG00000163956,PBANKA_145240,4
ENSG00000128524,PBANKA_145250,4
ENSG00000176771,PBANKA_145270,4
ENSG00000239474,PBANKA_145270,4
ENSG00000187566,PBANKA_145290,4
ENSG00000173264,PBANKA_145290,4
ENSG00000173991,PBANKA_145290,4
ENSG00000123143,PBANKA_145290,4
ENSG00000125834,PBANKA_145290,4
ENSG00000100991,PBANKA_145290,4
ENSG00000078814,PBANKA_145290,4
ENSG00000129219,PBANKA_145290,4
ENSG00000227500,PBANKA_145290,4
ENSG00000019582,PBANKA_145290,4
ENSG00000176396,PBANKA_145290,4
ENSG00000197136,PBANKA_145290,4
ENSG00000185896,PBANKA_145290,4
ENSG00000049768,PBANKA_145290,4
ENSG00000197746,PBANKA_145290,4
ENSG00000105229,PBANKA_145290,4
ENSG00000179562,PBANKA_145290,4
ENSG00000130669,PBANKA_145290,4
ENSG00000033100,PBANKA_145290,4
ENSG00000198952,PBANKA_145290,4
ENSG00000152766,PBANKA_145330,4
ENSG00000177125,PBANKA_145380,4
ENSG00000126107,PBANKA_145390,4
ENSG00000103150,PBANKA_145390,4
ENSG00000130669,PBANKA_145390,4
ENSG00000169609,PBANKA_145430,4
ENSG00000068120,PBANKA_145430,4
ENSG00000101150,PBANKA_145430,4
ENSG00000184840,PBANKA_145430,4
ENSG00000163156,PBANKA_145430,4
ENSG00000141504,PBANKA_145430,4
ENSG00000139180,PBANKA_145430,4
ENSG00000203668,PBANKA_145430,4
ENSG00000166527,PBANKA_145440,4
ENSG00000155438,PBANKA_145440,4
ENSG00000084754,PBANKA_145440,4
ENSG00000152766,PBANKA_145440,4
ENSG00000162441,PBANKA_145440,4
ENSG00000155636,PBANKA_145440,4
ENSG00000227500,PBANKA_145470,4
ENSG00000169609,PBANKA_145520,4
ENSG00000114316,PBANKA_145520,4
ENSG00000187051,PBANKA_145520,4
ENSG00000122034,PBANKA_145520,4
ENSG00000130560,PBANKA_145520,4
ENSG00000166527,PBANKA_145520,4
ENSG00000070010,PBANKA_145520,4
ENSG00000177125,PBANKA_145520,4
ENSG00000147364,PBANKA_145520,4
ENSG00000155368,PBANKA_145520,4
ENSG00000184840,PBANKA_145520,4
ENSG00000198960,PBANKA_145520,4
ENSG00000143409,PBANKA_145520,4
ENSG00000109536,PBANKA_145520,4
ENSG00000151665,PBANKA_145520,4
ENSG00000155438,PBANKA_145520,4
ENSG00000147687,PBANKA_145520,4
