Host,Parasite,Weight
ENSG00000213654,PBANKA_136010,4
ENSG00000163512,PBANKA_136010,4
ENSG00000114353,PBANKA_136010,4
ENSG00000089693,PBANKA_136010,4
ENSG00000198055,PBANKA_136010,4
ENSG00000105402,PBANKA_136010,4
ENSG00000105355,PBANKA_136010,4
ENSG00000204427,PBANKA_136010,4
ENSG00000168591,PBANKA_136010,4
ENSG00000104805,PBANKA_136010,4
ENSG00000122694,PBANKA_136010,4
ENSG00000166527,PBANKA_136010,4
ENSG00000137207,PBANKA_136010,4
ENSG00000136279,PBANKA_136010,4
ENSG00000071553,PBANKA_136010,4
ENSG00000172638,PBANKA_136010,4
ENSG00000172354,PBANKA_136010,4
ENSG00000101150,PBANKA_136010,4
ENSG00000159720,PBANKA_136010,4
ENSG00000092010,PBANKA_136010,4
ENSG00000213928,PBANKA_136010,4
ENSG00000146828,PBANKA_136010,4
ENSG00000064547,PBANKA_136010,4
ENSG00000103507,PBANKA_136010,4
ENSG00000160410,PBANKA_136010,4
ENSG00000110446,PBANKA_136010,4
ENSG00000115526,PBANKA_136010,4
ENSG00000113269,PBANKA_136010,4
ENSG00000186350,PBANKA_136010,4
ENSG00000135506,PBANKA_136010,4
ENSG00000174744,PBANKA_136010,4
ENSG00000158019,PBANKA_136010,4
ENSG00000110057,PBANKA_136010,4
ENSG00000127948,PBANKA_136010,4
ENSG00000184281,PBANKA_136010,4
ENSG00000180353,PBANKA_136010,4
ENSG00000110719,PBANKA_136010,4
ENSG00000138964,PBANKA_136010,4
ENSG00000163956,PBANKA_136010,4
ENSG00000100596,PBANKA_136010,4
ENSG00000140859,PBANKA_136010,4
ENSG00000130202,PBANKA_136010,4
ENSG00000115661,PBANKA_136010,4
ENSG00000015153,PBANKA_136010,4
ENSG00000068120,PBANKA_136030,4
ENSG00000221983,PBANKA_136030,4
ENSG00000152766,PBANKA_136030,4
ENSG00000139180,PBANKA_136030,4
ENSG00000032742,PBANKA_136050,4
ENSG00000057663,PBANKA_136050,4
ENSG00000171659,PBANKA_136050,4
ENSG00000132622,PBANKA_136050,4
ENSG00000171490,PBANKA_136050,4
ENSG00000165502,PBANKA_136050,4
ENSG00000111850,PBANKA_136050,4
ENSG00000165832,PBANKA_136050,4
ENSG00000187824,PBANKA_136050,4
ENSG00000197860,PBANKA_136050,4
ENSG00000128463,PBANKA_136050,4
ENSG00000147592,PBANKA_136050,4
ENSG00000166527,PBANKA_136050,4
ENSG00000171492,PBANKA_136050,4
ENSG00000071073,PBANKA_136050,4
ENSG00000086827,PBANKA_136050,4
ENSG00000184840,PBANKA_136050,4
ENSG00000205084,PBANKA_136050,4
ENSG00000184860,PBANKA_136050,4
ENSG00000151665,PBANKA_136050,4
ENSG00000103018,PBANKA_136050,4
ENSG00000170248,PBANKA_136050,4
ENSG00000139180,PBANKA_136050,4
ENSG00000172465,PBANKA_136050,4
ENSG00000170584,PBANKA_136050,4
ENSG00000174928,PBANKA_136050,4
ENSG00000155636,PBANKA_136050,4
ENSG00000182700,PBANKA_136050,4
ENSG00000155330,PBANKA_136050,4
ENSG00000126790,PBANKA_136050,4
ENSG00000008018,PBANKA_136050,4
ENSG00000120742,PBANKA_136050,4
ENSG00000182195,PBANKA_136050,4
ENSG00000100852,PBANKA_136050,4
ENSG00000198440,PBANKA_136050,4
ENSG00000034533,PBANKA_136050,4
ENSG00000184524,PBANKA_136070,4
ENSG00000079785,PBANKA_136080,4
ENSG00000165072,PBANKA_136140,4
ENSG00000275342,PBANKA_136140,4
ENSG00000173264,PBANKA_136160,4
ENSG00000173991,PBANKA_136160,4
ENSG00000197136,PBANKA_136160,4
ENSG00000130669,PBANKA_136160,4
ENSG00000173264,PBANKA_136180,4
ENSG00000104805,PBANKA_136220,4
ENSG00000068120,PBANKA_136230,4
ENSG00000084754,PBANKA_136230,4
ENSG00000139180,PBANKA_136230,4
ENSG00000067836,PBANKA_136230,4
ENSG00000156042,PBANKA_136230,4
ENSG00000204427,PBANKA_136250,4
ENSG00000136279,PBANKA_136250,4
ENSG00000110057,PBANKA_136250,4
ENSG00000204351,PBANKA_136250,4
ENSG00000213977,PBANKA_136260,4
ENSG00000129219,PBANKA_136260,4
ENSG00000140471,PBANKA_136260,4
ENSG00000173264,PBANKA_136270,4
ENSG00000196547,PBANKA_136290,4
ENSG00000131069,PBANKA_136310,4
ENSG00000170458,PBANKA_136310,4
ENSG00000163956,PBANKA_136310,4
ENSG00000140471,PBANKA_136310,4
ENSG00000126107,PBANKA_136320,4
ENSG00000174788,PBANKA_136320,4
ENSG00000136250,PBANKA_136330,4
ENSG00000123124,PBANKA_136330,4
ENSG00000178467,PBANKA_136330,4
ENSG00000142065,PBANKA_136330,4
ENSG00000050426,PBANKA_136330,4
ENSG00000071073,PBANKA_136330,4
ENSG00000203668,PBANKA_136330,4
ENSG00000185896,PBANKA_136400,4
ENSG00000197746,PBANKA_136400,4
ENSG00000146007,PBANKA_136420,4
ENSG00000168591,PBANKA_136420,4
ENSG00000163956,PBANKA_136420,4
ENSG00000100596,PBANKA_136420,4
ENSG00000125818,PBANKA_136490,4
ENSG00000166169,PBANKA_136490,4
ENSG00000129219,PBANKA_136500,4
ENSG00000129219,PBANKA_136510,4
ENSG00000185896,PBANKA_136510,4
ENSG00000197746,PBANKA_136510,4
ENSG00000033100,PBANKA_136510,4
ENSG00000125818,PBANKA_136530,4
ENSG00000129219,PBANKA_136530,4
ENSG00000033100,PBANKA_010080,4
ENSG00000169609,PBANKA_010090,4
ENSG00000016864,PBANKA_010090,4
ENSG00000122034,PBANKA_010090,4
ENSG00000169490,PBANKA_010090,4
ENSG00000088766,PBANKA_010090,4
ENSG00000070010,PBANKA_010090,4
ENSG00000155438,PBANKA_010090,4
ENSG00000084754,PBANKA_010090,4
ENSG00000166169,PBANKA_010090,4
ENSG00000130159,PBANKA_010090,4
ENSG00000139180,PBANKA_010090,4
ENSG00000162441,PBANKA_010090,4
ENSG00000129071,PBANKA_010090,4
ENSG00000130165,PBANKA_010090,4
ENSG00000092108,PBANKA_010090,4
ENSG00000188690,PBANKA_010090,4
ENSG00000155636,PBANKA_010090,4
ENSG00000134330,PBANKA_010090,4
ENSG00000129636,PBANKA_010090,4
ENSG00000143222,PBANKA_010090,4
ENSG00000011260,PBANKA_010090,4
ENSG00000079785,PBANKA_010110,4
ENSG00000159792,PBANKA_010110,4
ENSG00000145191,PBANKA_010110,4
ENSG00000129219,PBANKA_010140,4
ENSG00000068120,PBANKA_010160,4
ENSG00000108344,PBANKA_010160,4
ENSG00000069998,PBANKA_010160,4
ENSG00000132463,PBANKA_010160,4
ENSG00000101150,PBANKA_010160,4
ENSG00000118197,PBANKA_010160,4
ENSG00000171703,PBANKA_010160,4
ENSG00000084754,PBANKA_010160,4
ENSG00000120254,PBANKA_010170,4
ENSG00000215305,PBANKA_010170,4
ENSG00000006451,PBANKA_010170,4
ENSG00000117419,PBANKA_010170,4
ENSG00000162104,PBANKA_010170,4
ENSG00000185127,PBANKA_010170,4
ENSG00000165072,PBANKA_010230,4
ENSG00000176771,PBANKA_010230,4
ENSG00000168032,PBANKA_010230,4
ENSG00000157703,PBANKA_010230,4
ENSG00000110777,PBANKA_010230,4
ENSG00000156050,PBANKA_010330,4
ENSG00000178163,PBANKA_010330,4
ENSG00000184840,PBANKA_010330,4
ENSG00000143546,PBANKA_010330,4
ENSG00000147813,PBANKA_010330,4
ENSG00000155636,PBANKA_010330,4
ENSG00000156171,PBANKA_010330,4
ENSG00000143222,PBANKA_010330,4
ENSG00000185896,PBANKA_010390,4
ENSG00000176771,PBANKA_010400,4
ENSG00000141698,PBANKA_010460,4
ENSG00000134330,PBANKA_010460,4
ENSG00000169193,PBANKA_010470,4
ENSG00000127954,PBANKA_010470,4
ENSG00000123689,PBANKA_010470,4
ENSG00000122034,PBANKA_010480,4
ENSG00000175348,PBANKA_010480,4
ENSG00000069849,PBANKA_010480,4
ENSG00000184840,PBANKA_010480,4
ENSG00000147813,PBANKA_010480,4
ENSG00000155636,PBANKA_010480,4
ENSG00000134330,PBANKA_010480,4
ENSG00000143222,PBANKA_010480,4
ENSG00000169609,PBANKA_010490,4
ENSG00000136986,PBANKA_010490,4
ENSG00000156050,PBANKA_010490,4
ENSG00000178163,PBANKA_010490,4
ENSG00000184840,PBANKA_010490,4
ENSG00000151665,PBANKA_010490,4
ENSG00000113732,PBANKA_010490,4
ENSG00000100441,PBANKA_010490,4
ENSG00000123349,PBANKA_010490,4
ENSG00000104325,PBANKA_010520,4
ENSG00000084754,PBANKA_010520,4
ENSG00000221983,PBANKA_010530,4
ENSG00000166527,PBANKA_010530,4
ENSG00000196338,PBANKA_010530,4
ENSG00000184840,PBANKA_010530,4
ENSG00000221983,PBANKA_010540,4
ENSG00000076258,PBANKA_010540,4
ENSG00000078814,PBANKA_010550,4
ENSG00000129219,PBANKA_010550,4
ENSG00000197136,PBANKA_010550,4
ENSG00000156886,PBANKA_010550,4
ENSG00000185896,PBANKA_010600,4
ENSG00000165917,PBANKA_010600,4
ENSG00000058866,PBANKA_010620,4
ENSG00000130669,PBANKA_010630,4
ENSG00000136770,PBANKA_010660,4
ENSG00000173991,PBANKA_010700,4
ENSG00000168591,PBANKA_010760,4
ENSG00000166527,PBANKA_010760,4
ENSG00000104324,PBANKA_010760,4
ENSG00000184840,PBANKA_010760,4
ENSG00000115526,PBANKA_010760,4
ENSG00000163156,PBANKA_010760,4
ENSG00000113732,PBANKA_010760,4
ENSG00000150991,PBANKA_010760,4
ENSG00000163956,PBANKA_010760,4
ENSG00000184840,PBANKA_010770,4
ENSG00000139180,PBANKA_010770,4
ENSG00000147669,PBANKA_010820,4
ENSG00000175267,PBANKA_010820,4
ENSG00000143546,PBANKA_010820,4
ENSG00000153823,PBANKA_010820,4
ENSG00000067248,PBANKA_010840,4
ENSG00000079785,PBANKA_010840,4
ENSG00000120254,PBANKA_010840,4
ENSG00000080608,PBANKA_010840,4
ENSG00000138709,PBANKA_010840,4
ENSG00000176896,PBANKA_010840,4
ENSG00000114686,PBANKA_010840,4
ENSG00000115392,PBANKA_010840,4
ENSG00000145757,PBANKA_010840,4
ENSG00000164934,PBANKA_010840,4
ENSG00000052723,PBANKA_010840,4
ENSG00000197498,PBANKA_010840,4
ENSG00000144840,PBANKA_010840,4
ENSG00000105810,PBANKA_010840,4
ENSG00000115514,PBANKA_010840,4
ENSG00000241343,PBANKA_010840,4
ENSG00000104047,PBANKA_010840,4
ENSG00000197712,PBANKA_010840,4
ENSG00000087448,PBANKA_010840,4
ENSG00000155438,PBANKA_010840,4
ENSG00000144827,PBANKA_010840,4
ENSG00000084754,PBANKA_010840,4
ENSG00000162441,PBANKA_010840,4
ENSG00000092108,PBANKA_010840,4
ENSG00000155636,PBANKA_010840,4
ENSG00000084090,PBANKA_010840,4
ENSG00000143183,PBANKA_010840,4
ENSG00000148057,PBANKA_010840,4
ENSG00000129636,PBANKA_010840,4
ENSG00000149313,PBANKA_010840,4
ENSG00000131174,PBANKA_010840,4
ENSG00000136045,PBANKA_010840,4
ENSG00000074201,PBANKA_010840,4
ENSG00000175087,PBANKA_010840,4
ENSG00000011260,PBANKA_010840,4
ENSG00000156453,PBANKA_010870,4
ENSG00000165072,PBANKA_010870,4
ENSG00000124215,PBANKA_010870,4
ENSG00000162849,PBANKA_010870,4
ENSG00000169071,PBANKA_010870,4
ENSG00000249715,PBANKA_010870,4
ENSG00000185896,PBANKA_010890,4
ENSG00000165917,PBANKA_010890,4
ENSG00000184840,PBANKA_010910,4
ENSG00000147813,PBANKA_010910,4
ENSG00000163156,PBANKA_010910,4
ENSG00000139180,PBANKA_010910,4
ENSG00000100441,PBANKA_010910,4
ENSG00000156050,PBANKA_010920,4
ENSG00000184840,PBANKA_010920,4
ENSG00000163156,PBANKA_010920,4
ENSG00000152766,PBANKA_010920,4
ENSG00000125834,PBANKA_010930,4
ENSG00000117419,PBANKA_010970,4
ENSG00000078814,PBANKA_011030,4
ENSG00000067836,PBANKA_011040,4
ENSG00000136770,PBANKA_011090,4
ENSG00000185896,PBANKA_011110,4
ENSG00000197746,PBANKA_011110,4
ENSG00000033100,PBANKA_011110,4
ENSG00000114316,PBANKA_011120,4
ENSG00000225697,PBANKA_011120,4
ENSG00000101150,PBANKA_011120,4
ENSG00000184840,PBANKA_011120,4
ENSG00000143409,PBANKA_011120,4
ENSG00000147813,PBANKA_011120,4
ENSG00000185896,PBANKA_011140,4
ENSG00000221983,PBANKA_011250,4
ENSG00000105402,PBANKA_011250,4
ENSG00000034152,PBANKA_011250,4
ENSG00000172354,PBANKA_120070,4
ENSG00000123810,PBANKA_120070,4
ENSG00000089280,PBANKA_120070,4
ENSG00000089693,PBANKA_120090,4
ENSG00000163956,PBANKA_120130,4
ENSG00000168612,PBANKA_120210,4
ENSG00000187566,PBANKA_120230,4
ENSG00000160051,PBANKA_120230,4
ENSG00000173264,PBANKA_120230,4
ENSG00000173991,PBANKA_120230,4
ENSG00000125834,PBANKA_120230,4
ENSG00000100991,PBANKA_120230,4
ENSG00000078814,PBANKA_120230,4
ENSG00000129219,PBANKA_120230,4
ENSG00000227500,PBANKA_120230,4
ENSG00000019582,PBANKA_120230,4
ENSG00000197136,PBANKA_120230,4
ENSG00000185896,PBANKA_120230,4
ENSG00000049768,PBANKA_120230,4
ENSG00000197746,PBANKA_120230,4
ENSG00000105229,PBANKA_120230,4
ENSG00000179562,PBANKA_120230,4
ENSG00000156886,PBANKA_120230,4
ENSG00000130669,PBANKA_120230,4
ENSG00000033100,PBANKA_120230,4
ENSG00000198952,PBANKA_120230,4
ENSG00000149930,PBANKA_120230,4
ENSG00000129219,PBANKA_120280,4
ENSG00000129219,PBANKA_120310,4
ENSG00000067248,PBANKA_120340,4
ENSG00000169609,PBANKA_120340,4
ENSG00000016864,PBANKA_120340,4
ENSG00000187051,PBANKA_120340,4
ENSG00000088766,PBANKA_120340,4
ENSG00000198960,PBANKA_120340,4
ENSG00000123179,PBANKA_120340,4
ENSG00000155438,PBANKA_120340,4
ENSG00000084754,PBANKA_120340,4
ENSG00000117899,PBANKA_120340,4
ENSG00000139180,PBANKA_120340,4
ENSG00000162441,PBANKA_120340,4
ENSG00000182552,PBANKA_120340,4
ENSG00000188690,PBANKA_120340,4
ENSG00000134330,PBANKA_120340,4
ENSG00000129636,PBANKA_120340,4
ENSG00000105402,PBANKA_120370,4
ENSG00000129219,PBANKA_120390,4
ENSG00000068120,PBANKA_120440,4
ENSG00000163156,PBANKA_120440,4
ENSG00000132622,PBANKA_120490,4
ENSG00000163156,PBANKA_120490,4
ENSG00000174928,PBANKA_120490,4
ENSG00000198440,PBANKA_120490,4
ENSG00000129219,PBANKA_120560,4
ENSG00000136770,PBANKA_120580,4
ENSG00000163956,PBANKA_120580,4
ENSG00000068120,PBANKA_120610,4
ENSG00000136250,PBANKA_120610,4
ENSG00000137207,PBANKA_120610,4
ENSG00000101150,PBANKA_120610,4
ENSG00000184840,PBANKA_120610,4
ENSG00000196154,PBANKA_120610,4
ENSG00000147813,PBANKA_120610,4
ENSG00000163156,PBANKA_120610,4
ENSG00000182718,PBANKA_120610,4
ENSG00000084754,PBANKA_120610,4
ENSG00000166169,PBANKA_120610,4
ENSG00000139180,PBANKA_120610,4
ENSG00000067836,PBANKA_120610,4
ENSG00000158552,PBANKA_120610,4
ENSG00000115307,PBANKA_120610,4
ENSG00000244754,PBANKA_120620,4
ENSG00000068120,PBANKA_120620,4
ENSG00000170458,PBANKA_120620,4
ENSG00000089693,PBANKA_120620,4
ENSG00000168591,PBANKA_120620,4
ENSG00000166527,PBANKA_120620,4
ENSG00000184840,PBANKA_120620,4
ENSG00000064547,PBANKA_120620,4
ENSG00000115526,PBANKA_120620,4
ENSG00000163156,PBANKA_120620,4
ENSG00000110719,PBANKA_120620,4
ENSG00000138964,PBANKA_120620,4
ENSG00000244754,PBANKA_120630,4
ENSG00000068120,PBANKA_120630,4
ENSG00000136250,PBANKA_120630,4
ENSG00000165502,PBANKA_120630,4
ENSG00000111652,PBANKA_120630,4
ENSG00000128463,PBANKA_120630,4
ENSG00000136986,PBANKA_120630,4
ENSG00000166527,PBANKA_120630,4
ENSG00000137207,PBANKA_120630,4
ENSG00000267041,PBANKA_120630,4
ENSG00000101150,PBANKA_120630,4
ENSG00000184840,PBANKA_120630,4
ENSG00000151665,PBANKA_120630,4
ENSG00000115526,PBANKA_120630,4
ENSG00000163156,PBANKA_120630,4
ENSG00000139180,PBANKA_120630,4
ENSG00000113732,PBANKA_120630,4
ENSG00000110719,PBANKA_120630,4
ENSG00000150991,PBANKA_120630,4
ENSG00000163956,PBANKA_120630,4
ENSG00000115307,PBANKA_120630,4
ENSG00000156042,PBANKA_120630,4
ENSG00000076258,PBANKA_120630,4
ENSG00000100605,PBANKA_120630,4
ENSG00000123427,PBANKA_120640,4
ENSG00000156475,PBANKA_120660,4
ENSG00000244754,PBANKA_120670,4
ENSG00000168591,PBANKA_120670,4
ENSG00000136986,PBANKA_120670,4
ENSG00000104324,PBANKA_120670,4
ENSG00000178404,PBANKA_120670,4
ENSG00000139180,PBANKA_120670,4
ENSG00000113732,PBANKA_120670,4
ENSG00000150991,PBANKA_120670,4
ENSG00000163956,PBANKA_120670,4
ENSG00000136250,PBANKA_120700,4
ENSG00000165502,PBANKA_120700,4
ENSG00000221983,PBANKA_120700,4
ENSG00000184840,PBANKA_120700,4
ENSG00000151665,PBANKA_120700,4
ENSG00000163156,PBANKA_120700,4
ENSG00000123349,PBANKA_120700,4
ENSG00000125818,PBANKA_120720,4
ENSG00000129219,PBANKA_120720,4
ENSG00000104805,PBANKA_120720,4
ENSG00000034152,PBANKA_120720,4
ENSG00000156886,PBANKA_120720,4
ENSG00000244754,PBANKA_120730,4
ENSG00000146007,PBANKA_120730,4
ENSG00000166527,PBANKA_120730,4
ENSG00000136770,PBANKA_120730,4
ENSG00000163956,PBANKA_120730,4
ENSG00000117425,PBANKA_120750,4
ENSG00000143387,PBANKA_120750,4
ENSG00000169071,PBANKA_120750,4
ENSG00000122133,PBANKA_120750,4
ENSG00000132622,PBANKA_120770,4
ENSG00000078814,PBANKA_120770,4
ENSG00000173991,PBANKA_120790,4
ENSG00000068120,PBANKA_120810,4
ENSG00000089693,PBANKA_120810,4
ENSG00000168591,PBANKA_120810,4
ENSG00000101150,PBANKA_120810,4
ENSG00000141698,PBANKA_120810,4
ENSG00000163956,PBANKA_120810,4
ENSG00000135778,PBANKA_120810,4
ENSG00000132622,PBANKA_120840,4
ENSG00000016864,PBANKA_120850,4
ENSG00000181274,PBANKA_120850,4
ENSG00000164088,PBANKA_120850,4
ENSG00000132463,PBANKA_120850,4
ENSG00000070010,PBANKA_120850,4
ENSG00000101150,PBANKA_120850,4
ENSG00000155368,PBANKA_120850,4
ENSG00000118197,PBANKA_120850,4
ENSG00000148308,PBANKA_120850,4
ENSG00000196154,PBANKA_120850,4
ENSG00000155438,PBANKA_120850,4
ENSG00000182718,PBANKA_120850,4
ENSG00000084754,PBANKA_120850,4
ENSG00000139180,PBANKA_120850,4
ENSG00000162441,PBANKA_120850,4
ENSG00000100029,PBANKA_120850,4
ENSG00000067836,PBANKA_120850,4
ENSG00000155636,PBANKA_120850,4
ENSG00000134330,PBANKA_120850,4
ENSG00000074201,PBANKA_120850,4
ENSG00000161057,PBANKA_120850,4
ENSG00000011260,PBANKA_120850,4
ENSG00000068120,PBANKA_120860,4
ENSG00000089693,PBANKA_120860,4
ENSG00000221983,PBANKA_120860,4
ENSG00000168591,PBANKA_120860,4
ENSG00000166527,PBANKA_120860,4
ENSG00000092010,PBANKA_120860,4
ENSG00000184840,PBANKA_120860,4
ENSG00000170296,PBANKA_120860,4
ENSG00000136770,PBANKA_120860,4
ENSG00000163156,PBANKA_120860,4
ENSG00000214530,PBANKA_120860,4
ENSG00000110719,PBANKA_120860,4
ENSG00000163956,PBANKA_120860,4
ENSG00000100985,PBANKA_120870,4
ENSG00000089693,PBANKA_120900,4
ENSG00000168591,PBANKA_120900,4
ENSG00000163956,PBANKA_120900,4
ENSG00000167182,PBANKA_120930,4
ENSG00000173264,PBANKA_120970,4
ENSG00000173991,PBANKA_120970,4
ENSG00000123143,PBANKA_120970,4
ENSG00000214357,PBANKA_120970,4
ENSG00000130669,PBANKA_120970,4
ENSG00000033100,PBANKA_120970,4
ENSG00000065802,PBANKA_120970,4
ENSG00000185896,PBANKA_120980,4
ENSG00000167173,PBANKA_120990,4
ENSG00000111319,PBANKA_120990,4
ENSG00000115216,PBANKA_120990,4
ENSG00000051009,PBANKA_120990,4
ENSG00000172354,PBANKA_120990,4
ENSG00000136770,PBANKA_120990,4
ENSG00000123810,PBANKA_120990,4
ENSG00000120688,PBANKA_120990,4
ENSG00000167987,PBANKA_120990,4
ENSG00000158019,PBANKA_120990,4
ENSG00000185236,PBANKA_120990,4
ENSG00000093167,PBANKA_120990,4
ENSG00000185339,PBANKA_120990,4
ENSG00000204351,PBANKA_120990,4
ENSG00000110719,PBANKA_120990,4
ENSG00000159348,PBANKA_120990,4
ENSG00000034152,PBANKA_121010,4
ENSG00000173264,PBANKA_121030,4
ENSG00000105402,PBANKA_121080,4
ENSG00000089693,PBANKA_121090,4
ENSG00000166527,PBANKA_121090,4
ENSG00000092010,PBANKA_121090,4
ENSG00000136770,PBANKA_121090,4
ENSG00000115526,PBANKA_121090,4
ENSG00000204351,PBANKA_121090,4
ENSG00000110719,PBANKA_121090,4
ENSG00000068120,PBANKA_121100,4
ENSG00000255587,PBANKA_121100,4
ENSG00000225697,PBANKA_121100,4
ENSG00000101150,PBANKA_121100,4
ENSG00000139180,PBANKA_121100,4
ENSG00000122133,PBANKA_121100,4
ENSG00000100568,PBANKA_121100,4
ENSG00000132622,PBANKA_121120,4
ENSG00000244754,PBANKA_121130,4
ENSG00000068120,PBANKA_121130,4
ENSG00000213654,PBANKA_121130,4
ENSG00000163512,PBANKA_121130,4
ENSG00000114353,PBANKA_121130,4
ENSG00000089693,PBANKA_121130,4
ENSG00000105402,PBANKA_121130,4
ENSG00000105355,PBANKA_121130,4
ENSG00000146007,PBANKA_121130,4
ENSG00000204427,PBANKA_121130,4
ENSG00000168591,PBANKA_121130,4
ENSG00000104883,PBANKA_121130,4
ENSG00000104805,PBANKA_121130,4
ENSG00000166527,PBANKA_121130,4
ENSG00000137207,PBANKA_121130,4
ENSG00000071553,PBANKA_121130,4
ENSG00000101150,PBANKA_121130,4
ENSG00000213928,PBANKA_121130,4
ENSG00000160325,PBANKA_121130,4
ENSG00000136770,PBANKA_121130,4
ENSG00000115526,PBANKA_121130,4
ENSG00000163156,PBANKA_121130,4
ENSG00000113269,PBANKA_121130,4
ENSG00000158019,PBANKA_121130,4
ENSG00000127948,PBANKA_121130,4
ENSG00000152766,PBANKA_121130,4
ENSG00000138964,PBANKA_121130,4
ENSG00000177885,PBANKA_121130,4
ENSG00000106348,PBANKA_121130,4
ENSG00000163956,PBANKA_121130,4
ENSG00000138411,PBANKA_121130,4
ENSG00000100596,PBANKA_121130,4
ENSG00000130202,PBANKA_121130,4
ENSG00000173264,PBANKA_121140,4
ENSG00000173991,PBANKA_121140,4
ENSG00000078814,PBANKA_121140,4
ENSG00000129219,PBANKA_121140,4
ENSG00000019582,PBANKA_121140,4
ENSG00000197136,PBANKA_121140,4
ENSG00000101337,PBANKA_121140,4
ENSG00000185896,PBANKA_121140,4
ENSG00000049768,PBANKA_121140,4
ENSG00000197746,PBANKA_121140,4
ENSG00000105229,PBANKA_121140,4
ENSG00000179562,PBANKA_121140,4
ENSG00000130669,PBANKA_121140,4
ENSG00000033100,PBANKA_121140,4
ENSG00000198952,PBANKA_121140,4
ENSG00000125818,PBANKA_121150,4
ENSG00000016864,PBANKA_121150,4
ENSG00000148335,PBANKA_121150,4
ENSG00000070010,PBANKA_121150,4
ENSG00000155438,PBANKA_121150,4
ENSG00000084754,PBANKA_121150,4
ENSG00000166169,PBANKA_121150,4
ENSG00000162441,PBANKA_121150,4
ENSG00000155636,PBANKA_121150,4
ENSG00000134330,PBANKA_121150,4
ENSG00000129636,PBANKA_121150,4
ENSG00000011260,PBANKA_121150,4
ENSG00000129219,PBANKA_121170,4
ENSG00000155636,PBANKA_121180,4
ENSG00000134330,PBANKA_121180,4
ENSG00000166527,PBANKA_121190,4
ENSG00000152766,PBANKA_121190,4
ENSG00000068120,PBANKA_121230,4
ENSG00000168591,PBANKA_121230,4
ENSG00000136986,PBANKA_121230,4
ENSG00000092010,PBANKA_121230,4
ENSG00000151665,PBANKA_121230,4
ENSG00000115526,PBANKA_121230,4
ENSG00000214530,PBANKA_121230,4
ENSG00000139180,PBANKA_121230,4
ENSG00000113732,PBANKA_121230,4
ENSG00000150991,PBANKA_121230,4
ENSG00000163956,PBANKA_121230,4
ENSG00000213977,PBANKA_121290,4
ENSG00000176896,PBANKA_121290,4
ENSG00000052723,PBANKA_121290,4
ENSG00000100075,PBANKA_121290,4
ENSG00000100412,PBANKA_121290,4
ENSG00000133597,PBANKA_121290,4
ENSG00000067248,PBANKA_121350,4
ENSG00000079785,PBANKA_121350,4
ENSG00000052723,PBANKA_121350,4
ENSG00000117419,PBANKA_121350,4
ENSG00000087448,PBANKA_121350,4
ENSG00000155438,PBANKA_121350,4
ENSG00000084754,PBANKA_121350,4
ENSG00000162441,PBANKA_121350,4
ENSG00000155636,PBANKA_121350,4
ENSG00000129636,PBANKA_121350,4
ENSG00000140471,PBANKA_121350,4
ENSG00000203668,PBANKA_121350,4
ENSG00000011260,PBANKA_121350,4
ENSG00000239474,PBANKA_121380,4
ENSG00000173264,PBANKA_121390,4
ENSG00000105229,PBANKA_121390,4
ENSG00000221983,PBANKA_121430,4
ENSG00000105402,PBANKA_121430,4
ENSG00000104805,PBANKA_121430,4
ENSG00000173264,PBANKA_121450,4
ENSG00000173991,PBANKA_121450,4
ENSG00000129219,PBANKA_121450,4
ENSG00000197136,PBANKA_121450,4
ENSG00000185896,PBANKA_121450,4
ENSG00000197746,PBANKA_121450,4
ENSG00000033100,PBANKA_121450,4
ENSG00000173264,PBANKA_121460,4
ENSG00000078814,PBANKA_121460,4
ENSG00000129219,PBANKA_121460,4
ENSG00000019582,PBANKA_121460,4
ENSG00000185896,PBANKA_121460,4
ENSG00000197746,PBANKA_121460,4
ENSG00000156886,PBANKA_121460,4
ENSG00000033100,PBANKA_121460,4
ENSG00000148908,PBANKA_121480,4
ENSG00000185896,PBANKA_121520,4
ENSG00000197746,PBANKA_121520,4
ENSG00000129219,PBANKA_121530,4
ENSG00000185896,PBANKA_121540,4
ENSG00000197746,PBANKA_121540,4
ENSG00000168591,PBANKA_121560,4
ENSG00000104805,PBANKA_121560,4
ENSG00000136770,PBANKA_121560,4
ENSG00000173264,PBANKA_121570,4
ENSG00000173991,PBANKA_121570,4
ENSG00000078814,PBANKA_121570,4
ENSG00000130669,PBANKA_121570,4
ENSG00000244754,PBANKA_121580,4
ENSG00000168591,PBANKA_121580,4
ENSG00000166527,PBANKA_121580,4
ENSG00000136770,PBANKA_121580,4
ENSG00000129219,PBANKA_121600,4
ENSG00000084754,PBANKA_121640,4
ENSG00000204160,PBANKA_121640,4
ENSG00000136250,PBANKA_121660,4
ENSG00000185753,PBANKA_121660,4
ENSG00000184840,PBANKA_121660,4
ENSG00000143409,PBANKA_121660,4
ENSG00000163156,PBANKA_121660,4
ENSG00000068120,PBANKA_121670,4
ENSG00000168301,PBANKA_121670,4
ENSG00000136250,PBANKA_121670,4
ENSG00000128463,PBANKA_121670,4
ENSG00000166527,PBANKA_121670,4
ENSG00000184840,PBANKA_121670,4
ENSG00000151665,PBANKA_121670,4
ENSG00000163156,PBANKA_121670,4
ENSG00000141504,PBANKA_121670,4
ENSG00000139180,PBANKA_121670,4
